Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps,Id_A
3.1508911,0,0,18.9,0,0,0.028,-0.013,-1.002,0.3,-0.6,0,0
3.1608911,0,0,18.9,0,0,0.028,-0.013,-1.002,0.3,-0.6,0,0
3.1708911,0,0,18.9,0,0,0.028,-0.013,-1.002,0.3,-0.6,0,0
3.1808911,0,0,18.9,0,0,0.028,-0.013,-1.002,0.3,-0.6,0,0
3.1908911,0,0,18.9,0,0,0.028,-0.013,-1.002,0.3,-0.6,0,0
3.2008911,0,0,18.8,0,0,0.024,-0.012,-1.002,0.3,-0.7,0,0
3.2108911,0,0,18.8,0,0,0.024,-0.012,-1.002,0.3,-0.7,0,0
3.2208911,0,0,18.8,0,0,0.024,-0.012,-1.002,0.3,-0.7,0,0
3.2308911,0,0,18.8,0,0,0.024,-0.012,-1.002,0.3,-0.7,0,0
3.2408911,0,0,18.8,0,0,0.024,-0.012,-1.002,0.3,-0.7,0,0
3.2508911,0,0,18.8,0,0,0.027,-0.016,-1.004,0.3,-0.7,0,0
3.2608911,0,0,18.8,0,0,0.027,-0.016,-1.004,0.3,-0.7,0,0
3.2708911,0,0,18.8,0,0,0.027,-0.016,-1.004,0.3,-0.7,0,0
3.2808911,0,0,18.8,0,0,0.027,-0.016,-1.004,0.3,-0.7,0,0
3.2908911,0,0,18.8,0,0,0.027,-0.016,-1.004,0.3,-0.7,0,0
3.3008911,0,0,18.9,0,0,0.026,-0.012,-1.002,0.3,-0.7,0,0
3.3108911,0,0,18.9,0,0,0.026,-0.012,-1.002,0.3,-0.7,0,0
3.3208911,0,0,18.9,0,0,0.026,-0.012,-1.002,0.3,-0.7,0,0
3.3308911,0,0,18.9,0,0,0.026,-0.012,-1.002,0.3,-0.7,0,0
3.3408911,0,0,18.9,0,0,0.026,-0.012,-1.002,0.3,-0.7,0,0
3.3508911,0,0,18.8,0,0,0.029,-0.014,-1.001,0.3,-0.7,0,0
3.3608911,0,0,18.8,0,0,0.029,-0.014,-1.001,0.3,-0.7,0,0
3.3708911,0,0,18.8,0,0,0.029,-0.014,-1.001,0.3,-0.7,0,0
3.3808911,0,0,18.8,0,0,0.029,-0.014,-1.001,0.3,-0.7,0,0
3.3908911,0,0,18.8,0,0,0.029,-0.014,-1.001,0.3,-0.7,0,0
3.4008911,0,0,18.8,0,0,0.025,-0.012,-1.002,0.3,-0.7,0,0
3.4108911,0,0,18.8,0,0,0.025,-0.012,-1.002,0.3,-0.7,0,0
3.4208911,0,0,18.8,0,0,0.025,-0.012,-1.002,0.3,-0.7,0,0
