Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps
1.1626445,0,0,18.9,0,0,0.029,-0.013,-1,0.2,-0.5,0
1.1726445,0,0,18.9,0,0,0.029,-0.013,-1,0.2,-0.5,0
1.1826445,0,0,18.9,0,0,0.029,-0.013,-1,0.2,-0.5,0
1.1926445,0,0,18.9,0,0,0.029,-0.013,-1,0.2,-0.5,0
1.2026445,0,0,18.9,0,0,0.029,-0.013,-1,0.2,-0.5,0
1.2126445,0,0,18.8,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.2226445,0,0,18.8,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.2326445,0,0,18.8,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.2426445,0,0,18.8,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.2526445,0,0,18.8,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.2928857,0,0,18.9,0,0,0.028,-0.014,-1,0.3,-0.6,0
1.3028857,0,0,18.9,0,0,0.028,-0.014,-1,0.3,-0.6,0
1.3128857,0,0,18.9,0,0,0.028,-0.014,-1,0.3,-0.6,0
1.3228857,0,0,18.9,0,0,0.028,-0.014,-1,0.3,-0.6,0
1.3328857,0,0,18.9,0,0,0.028,-0.014,-1,0.3,-0.6,0
1.3428857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
1.3528857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
1.3628857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
1.3728857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
1.3828857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
1.3928857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.4028857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.4128857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.4228857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.4328857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.4428857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.4528857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.4628857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.4728857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.4828857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.6,0.1
1.4928857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
1.5028857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
1.5128857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
1.5228857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
1.5328857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
1.5428857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.6,0
1.5528857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.6,0
1.5628857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.6,0
1.5728857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.6,0
1.5828857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.6,0
1.5928857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
1.6028857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
1.6128857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
1.6228857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
1.6328857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
1.6428857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.6528857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.6628857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.6728857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.6828857,0,0,18.8,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.6928857,0,0,18.9,0,0,0.028,-0.013,-1.001,0.3,-0.6,0.1
1.7028857,0,0,18.9,0,0,0.028,-0.013,-1.001,0.3,-0.6,0.1
1.7128857,0,0,18.9,0,0,0.028,-0.013,-1.001,0.3,-0.6,0.1
1.7228857,0,0,18.9,0,0,0.028,-0.013,-1.001,0.3,-0.6,0.1
1.7328857,0,0,18.9,0,0,0.028,-0.013,-1.001,0.3,-0.6,0.1
1.7428857,0,0,18.8,0,0,0.027,-0.013,-1,0.3,-0.5,0
1.7528857,0,0,18.8,0,0,0.027,-0.013,-1,0.3,-0.5,0
1.7628857,0,0,18.8,0,0,0.027,-0.013,-1,0.3,-0.5,0
1.7728857,0,0,18.8,0,0,0.027,-0.013,-1,0.3,-0.5,0
1.7828857,0,0,18.8,0,0,0.027,-0.013,-1,0.3,-0.5,0
1.7928857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.6,0.1
1.8028857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.6,0.1
1.8128857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.6,0.1
1.8228857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.6,0.1
1.8328857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.6,0.1
1.8428857,0,0,18.9,0,0,0.027,-0.012,-1.003,0.3,-0.5,0
1.8528857,0,0,18.9,0,0,0.027,-0.012,-1.003,0.3,-0.5,0
1.8628857,0,0,18.9,0,0,0.027,-0.012,-1.003,0.3,-0.5,0
1.8728857,0,0,18.9,0,0,0.027,-0.012,-1.003,0.3,-0.5,0
1.8828857,0,0,18.9,0,0,0.027,-0.012,-1.003,0.3,-0.5,0
1.8928857,0,0,18.9,0,0,0.029,-0.014,-1.001,0.3,-0.5,0.1
1.9028857,0,0,18.9,0,0,0.029,-0.014,-1.001,0.3,-0.5,0.1
1.9128857,0,0,18.9,0,0,0.029,-0.014,-1.001,0.3,-0.5,0.1
1.9228857,0,0,18.9,0,0,0.029,-0.014,-1.001,0.3,-0.5,0.1
1.9328857,0,0,18.9,0,0,0.029,-0.014,-1.001,0.3,-0.5,0.1
1.9428857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.5,0
1.9528857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.5,0
1.9628857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.5,0
1.9728857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.5,0
1.9828857,0,0,18.9,0,0,0.028,-0.012,-1,0.3,-0.5,0
1.9928857,0,0,18.8,0,0,0.028,-0.014,-1,0.3,-0.5,0
2.0028857,0,0,18.8,0,0,0.028,-0.014,-1,0.3,-0.5,0
2.0128857,0,0,18.8,0,0,0.028,-0.014,-1,0.3,-0.5,0
2.0228857,0,0,18.8,0,0,0.028,-0.014,-1,0.3,-0.5,0
2.0328857,0,0,18.8,0,0,0.028,-0.014,-1,0.3,-0.5,0
2.0428857,0,0,18.9,0,0,0.028,-0.012,-1.001,0.3,-0.6,0
2.0528857,0,0,18.9,0,0,0.028,-0.012,-1.001,0.3,-0.6,0
2.0628857,0,0,18.9,0,0,0.028,-0.012,-1.001,0.3,-0.6,0
2.0728857,0,0,18.9,0,0,0.028,-0.012,-1.001,0.3,-0.6,0
2.0828857,0,0,18.9,0,0,0.028,-0.012,-1.001,0.3,-0.6,0
2.0928857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.5,0
2.1028857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.5,0
2.1128857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.5,0
2.1228857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.5,0
2.1328857,0,0,18.9,0,0,0.028,-0.014,-1.001,0.2,-0.5,0
2.1428857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.1,-0.5,0
2.1528857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.1,-0.5,0
2.1628857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.1,-0.5,0
2.1728857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.1,-0.5,0
2.1828857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.1,-0.5,0
2.1928857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.5,0.1
2.2028857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.5,0.1
2.2128857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.5,0.1
2.2228857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.5,0.1
2.2328857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.2,-0.5,0.1
2.2428857,0,0,18.9,0,0,0.029,-0.013,-1.003,0.3,-0.5,0
2.2528857,0,0,18.9,0,0,0.029,-0.013,-1.003,0.3,-0.5,0
2.2628857,0,0,18.9,0,0,0.029,-0.013,-1.003,0.3,-0.5,0
2.2728857,0,0,18.9,0,0,0.029,-0.013,-1.003,0.3,-0.5,0
2.2828857,0,0,18.9,0,0,0.029,-0.013,-1.003,0.3,-0.5,0
2.2928857,0,0,18.8,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.3028857,0,0,18.8,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.3128857,0,0,18.8,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.3228857,0,0,18.8,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.3328857,0,0,18.8,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.3428857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.2,-0.5,0
2.3528857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.2,-0.5,0
2.3628857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.2,-0.5,0
2.3728857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.2,-0.5,0
2.3828857,0,0,18.8,0,0,0.028,-0.013,-1.001,0.2,-0.5,0
2.3928857,0,0,18.8,0,0,0.028,-0.012,-1,0.3,-0.4,0
2.4028857,0,0,18.8,0,0,0.028,-0.012,-1,0.3,-0.4,0
2.4128857,0,0,18.8,0,0,0.028,-0.012,-1,0.3,-0.4,0
2.4228857,0,0,18.8,0,0,0.028,-0.012,-1,0.3,-0.4,0
2.4328857,0,0,18.8,0,0,0.028,-0.012,-1,0.3,-0.4,0
2.4428857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.3,-0.4,0
2.4528857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.3,-0.4,0
2.4628857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.3,-0.4,0
2.4728857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.3,-0.4,0
2.4828857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.3,-0.4,0
2.4928857,0,0,18.9,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.5028857,0,0,18.9,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.5128857,0,0,18.9,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.5228857,0,0,18.9,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.5328857,0,0,18.9,0,0,0.029,-0.013,-1.002,0.3,-0.5,0
2.5428857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
2.5528857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
2.5628857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
2.5728857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
2.5828857,0,0,18.8,0,0,0.029,-0.013,-1,0.3,-0.6,0
2.5928857,0,0,18.8,0,0,0.027,-0.013,-1.002,0.1,-0.6,0
2.6028857,0,0,18.8,0,0,0.027,-0.013,-1.002,0.1,-0.6,0
2.6128857,0,0,18.8,0,0,0.027,-0.013,-1.002,0.1,-0.6,0
2.6228857,0,0,18.8,0,0,0.027,-0.013,-1.002,0.1,-0.6,0
2.6328857,0,0,18.8,0,0,0.027,-0.013,-1.002,0.1,-0.6,0
2.6428857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
2.6528857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
2.6628857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
2.6728857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
2.6828857,0,0,18.9,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
2.6928857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
2.7028857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
2.7128857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
2.7228857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
2.7328857,0,0,18.8,0,0,0.028,-0.014,-1.002,0.2,-0.6,0
2.7428857,0,0,18.8,0,0,0.028,-0.012,-1.002,0.2,-0.6,0
2.7528857,0,0,18.8,0,0,0.028,-0.012,-1.002,0.2,-0.6,0
2.7628857,0,0,18.8,0,0,0.028,-0.012,-1.002,0.2,-0.6,0
2.7728857,0,0,18.8,0,0,0.028,-0.012,-1.002,0.2,-0.6,0
2.7828857,0,0,18.8,0,0,0.028,-0.012,-1.002,0.2,-0.6,0
2.7928857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.2,-0.6,0
2.8028857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.2,-0.6,0
2.8128857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.2,-0.6,0
2.8228857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.2,-0.6,0
2.8328857,0,0,18.9,0,0,0.028,-0.015,-1.001,0.2,-0.6,0
2.8476363,0,0,18.8,0,0,0.028,-0.014,-1,0.3,-0.6,0
