Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps
6.1361998,0,0,19,0,0,0.03,-0.014,-1.002,0.3,-0.6,0
6.1461998,0,0,19,0,0,0.03,-0.014,-1.002,0.3,-0.6,0
6.1561998,0,0,19,0,0,0.03,-0.014,-1.002,0.3,-0.6,0
6.1661998,0,0,19,0,0,0.03,-0.014,-1.002,0.3,-0.6,0
6.1761998,0,0,19,0,0,0.03,-0.014,-1.002,0.3,-0.6,0
6.1861998,0,0,19,0,0,0.029,-0.015,-1.003,0.2,-0.6,0
6.1961998,0,0,19,0,0,0.029,-0.015,-1.003,0.2,-0.6,0
6.2061998,0,0,19,0,0,0.029,-0.015,-1.003,0.2,-0.6,0
6.2161998,0,0,19,0,0,0.029,-0.015,-1.003,0.2,-0.6,0
6.2261998,0,0,19,0,0,0.029,-0.015,-1.003,0.2,-0.6,0
6.2732804,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
6.2832804,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
6.2932804,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
6.3032804,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
6.3132804,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
6.3232804,0,0,19,0,0,0.029,-0.015,-1.002,0.2,-0.5,0
6.3332804,0,0,19,0,0,0.029,-0.015,-1.002,0.2,-0.5,0
6.3432804,0,0,19,0,0,0.029,-0.015,-1.002,0.2,-0.5,0
6.3532804,0,0,19,0,0,0.029,-0.015,-1.002,0.2,-0.5,0
6.3632804,0,0,19,0,0,0.029,-0.015,-1.002,0.2,-0.5,0
6.4045196,0,0,19,0,0,0.03,-0.015,-1.002,0.3,-0.6,0
6.4145196,0,0,19,0,0,0.03,-0.015,-1.002,0.3,-0.6,0
6.4245196,0,0,19,0,0,0.03,-0.015,-1.002,0.3,-0.6,0
6.4345196,0,0,19,0,0,0.03,-0.015,-1.002,0.3,-0.6,0
6.4445196,0,0,19,0,0,0.03,-0.015,-1.002,0.3,-0.6,0
6.4545196,0,0,19,0,0,0.03,-0.015,-1.002,0.2,-0.6,0
6.4645196,0,0,19,0,0,0.03,-0.015,-1.002,0.2,-0.6,0
6.4745196,0,0,19,0,0,0.03,-0.015,-1.002,0.2,-0.6,0
6.4845196,0,0,19,0,0,0.03,-0.015,-1.002,0.2,-0.6,0
6.4945196,0,0,19,0,0,0.03,-0.015,-1.002,0.2,-0.6,0
6.5045196,0,0,19,0,0,0.029,-0.015,-1.003,0.3,-0.6,0
6.5145196,0,0,19,0,0,0.029,-0.015,-1.003,0.3,-0.6,0
6.5245196,0,0,19,0,0,0.029,-0.015,-1.003,0.3,-0.6,0
6.5345196,0,0,19,0,0,0.029,-0.015,-1.003,0.3,-0.6,0
6.5445196,0,0,19,0,0,0.029,-0.015,-1.003,0.3,-0.6,0
6.5545196,0,0,19,0,0,0.03,-0.014,-1.002,0.2,-0.6,0
6.5645196,0,0,19,0,0,0.03,-0.014,-1.002,0.2,-0.6,0
6.5745196,0,0,19,0,0,0.03,-0.014,-1.002,0.2,-0.6,0
6.5845196,0,0,19,0,0,0.03,-0.014,-1.002,0.2,-0.6,0
6.5945196,0,0,19,0,0,0.03,-0.014,-1.002,0.2,-0.6,0
6.6140163,0,0,19,0,0,0.031,-0.016,-1.002,0.2,-0.6,0
6.6240163,0,0,19,0,0,0.031,-0.016,-1.002,0.2,-0.6,0
6.6340163,0,0,19,0,0,0.031,-0.016,-1.002,0.2,-0.6,0
6.6440163,0,0,19,0,0,0.031,-0.016,-1.002,0.2,-0.6,0
6.6540163,0,0,19,0,0,0.031,-0.016,-1.002,0.2,-0.6,0
6.6640163,0,-0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.5,0
6.6740163,0,-0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.5,0
6.6840163,0,-0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.5,0
6.6940163,0,-0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.5,0
6.7040163,0,-0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.5,0
6.7140163,0,0,19,0,0,0.03,-0.016,-1.002,0.2,-0.6,0
6.7240163,0,0,19,0,0,0.03,-0.016,-1.002,0.2,-0.6,0
6.7340163,0,0,19,0,0,0.03,-0.016,-1.002,0.2,-0.6,0
6.7440163,0,0,19,0,0,0.03,-0.016,-1.002,0.2,-0.6,0
6.7540163,0,0,19,0,0,0.03,-0.016,-1.002,0.2,-0.6,0
6.7640163,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.7740163,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.7840163,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.7940163,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.8040163,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.837599,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.847599,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.857599,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.867599,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.877599,0,0,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
6.9016463,0,-0.01,19,0,0,0.029,-0.014,-1.001,0.3,-0.6,0
6.9116463,0,-0.01,19,0,0,0.029,-0.014,-1.001,0.3,-0.6,0
6.9216463,0,-0.01,19,0,0,0.029,-0.014,-1.001,0.3,-0.6,0
6.9316463,0,-0.01,19,0,0,0.029,-0.014,-1.001,0.3,-0.6,0
6.9416463,0,-0.01,19,0,0,0.029,-0.014,-1.001,0.3,-0.6,0
6.9836266,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
6.9936266,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.0036266,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.0136266,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.0236266,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.0606702,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.0706702,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.0806702,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.0906702,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.1006702,0,0,19,0,0,0.03,-0.015,-1.001,0.3,-0.6,0
7.1405154,0,0,19,0,0,0.029,-0.015,-1.001,0.3,-0.6,0
7.1505154,0,0,19,0,0,0.029,-0.015,-1.001,0.3,-0.6,0
7.1605154,0,0,19,0,0,0.029,-0.015,-1.001,0.3,-0.6,0
7.1705154,0,0,19,0,0,0.029,-0.015,-1.001,0.3,-0.6,0
7.1805154,0,0,19,0,0,0.029,-0.015,-1.001,0.3,-0.6,0
7.2042638,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
7.2142638,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
7.2242638,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
7.2342638,0,-0.01,19,0,0,0.03,-0.015,-1.001,0.2,-0.5,0
