Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps,Id_A
2.6148513,311,-0.5,17.3,0,0,-0.041,0.184,-0.588,-12.7,-1.5,-2.2,0
2.6248513,326,-0.5,17.3,0,0,-0.041,0.184,-0.588,-12.7,-1.5,-2.2,0
2.6348513,283,-0.5,17.3,0,0,-0.041,0.184,-0.588,-12.7,-1.5,-2.2,0
2.6448513,291,-0.5,17.3,0,0,-0.041,0.184,-0.588,-12.7,-1.5,-2.2,0
2.6548513,253,-0.5,17.3,0,0,-0.041,0.184,-0.588,-12.7,-1.5,-2.2,0
2.6648513,305,-0.01,18.7,0,0,0.022,0.244,-0.756,-8.6,-2.3,0,0.06
2.6748513,316,-0.01,18.7,0,0,0.022,0.244,-0.756,-8.6,-2.3,0,0.06
2.6848513,252,-0.01,18.7,0,0,0.022,0.244,-0.756,-8.6,-2.3,0,0.06
2.6948513,312,-0.01,18.7,0,0,0.022,0.244,-0.756,-8.6,-2.3,0,0.06
2.7048513,299,-0.01,18.7,0,0,0.022,0.244,-0.756,-8.6,-2.3,0,0.06
2.7148513,264,0.11,18.8,0,0,-0.039,0.085,-0.93,-17.7,-1.8,-3.8,-0.09
2.7248513,283,0.11,18.8,0,0,-0.039,0.085,-0.93,-17.7,-1.8,-3.8,-0.09
2.7348513,247,0.11,18.8,0,0,-0.039,0.085,-0.93,-17.7,-1.8,-3.8,-0.09
2.7448513,296,0.11,18.8,0,0,-0.039,0.085,-0.93,-17.7,-1.8,-3.8,-0.09
2.7548513,308,0.11,18.8,0,0,-0.039,0.085,-0.93,-17.7,-1.8,-3.8,-0.09
2.8047132,250,-0.06,18.6,0,0,0.113,-0.298,-1.439,16.7,1.2,2.2,-0.18
2.8147132,305,-0.06,18.6,0,0,0.113,-0.298,-1.439,16.7,1.2,2.2,-0.18
2.8247132,315,-0.06,18.6,0,0,0.113,-0.298,-1.439,16.7,1.2,2.2,-0.18
2.8347132,251,-0.06,18.6,0,0,0.113,-0.298,-1.439,16.7,1.2,2.2,-0.18
2.8447132,289,-0.06,18.6,0,0,0.113,-0.298,-1.439,16.7,1.2,2.2,-0.18
12.8324376,282,-0.02,18.7,0,0,0.075,0.047,-0.714,14.2,-0.9,1,0
12.8424376,283,-0.02,18.7,0,0,0.075,0.047,-0.714,14.2,-0.9,1,0
12.8524376,300,-0.02,18.7,0,0,0.075,0.047,-0.714,14.2,-0.9,1,0
12.8624376,248,-0.02,18.7,0,0,0.075,0.047,-0.714,14.2,-0.9,1,0
12.8724376,298,-0.02,18.7,0,0,0.075,0.047,-0.714,14.2,-0.9,1,0
12.8824376,305,0.21,18.6,0,0,-0.028,0.218,-0.693,-14.8,-2.5,-1.4,-0.07
12.8924376,239,0.21,18.6,0,0,-0.028,0.218,-0.693,-14.8,-2.5,-1.4,-0.07
12.9024376,284,0.21,18.6,0,0,-0.028,0.218,-0.693,-14.8,-2.5,-1.4,-0.07
12.9124376,284,0.21,18.6,0,0,-0.028,0.218,-0.693,-14.8,-2.5,-1.4,-0.07
12.9224376,282,0.21,18.6,0,0,-0.028,0.218,-0.693,-14.8,-2.5,-1.4,-0.07
12.9324376,285,-0.16,15.4,0,0,0.02,0.222,-1.566,6.5,-1.8,-0.7,-0.45
12.9424376,235,-0.16,15.4,0,0,0.02,0.222,-1.566,6.5,-1.8,-0.7,-0.45
12.9524376,295,-0.16,15.4,0,0,0.02,0.222,-1.566,6.5,-1.8,-0.7,-0.45
12.9624376,312,-0.16,15.4,0,0,0.02,0.222,-1.566,6.5,-1.8,-0.7,-0.45
12.9724376,248,-0.16,15.4,0,0,0.02,0.222,-1.566,6.5,-1.8,-0.7,-0.45
12.9824376,287,-0.52,17,0,0,0.036,-0.244,-0.602,21.5,4.5,2,-0.17
12.9924376,292,-0.52,17,0,0,0.036,-0.244,-0.602,21.5,4.5,2,-0.17
