Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps,Id_A
3.2345678,0,0,18.9,0,0,0.028,-0.011,-1.001,0.1,-0.7,0,0
3.2445678,0,0,18.9,0,0,0.028,-0.011,-1.001,0.1,-0.7,0,0
3.2545678,0,0,18.9,0,0,0.028,-0.011,-1.001,0.1,-0.7,0,0
3.2645678,0,0,18.9,0,0,0.028,-0.011,-1.001,0.1,-0.7,0,0
3.2745678,0,0,18.9,0,0,0.028,-0.011,-1.001,0.1,-0.7,0,0
3.2845678,0,0,18.9,0,0,0.029,-0.012,-1,0.2,-0.6,0,0
3.2945678,0,0,18.9,0,0,0.029,-0.012,-1,0.2,-0.6,0,0
3.3045678,0,0,18.9,0,0,0.029,-0.012,-1,0.2,-0.6,0,0
3.3145678,0,0,18.9,0,0,0.029,-0.012,-1,0.2,-0.6,0,0
3.3245678,0,0,18.9,0,0,0.029,-0.012,-1,0.2,-0.6,0,0
3.338493,0,0,18.8,0,0,0.03,-0.011,-1.001,0.2,-0.6,0,0
3.348493,0,0,18.8,0,0,0.03,-0.011,-1.001,0.2,-0.6,0,0
3.358493,0,0,18.8,0,0,0.03,-0.011,-1.001,0.2,-0.6,0,0
3.368493,0,0,18.8,0,0,0.03,-0.011,-1.001,0.2,-0.6,0,0
3.378493,0,0,18.8,0,0,0.03,-0.011,-1.001,0.2,-0.6,0,0
3.388493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.7,0,0
3.398493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.7,0,0
3.408493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.7,0,0
3.418493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.7,0,0
3.428493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.7,0,0
3.438493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.448493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.458493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.468493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.478493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.488493,0,0,18.8,0,0,0.029,-0.012,-1,0.1,-0.6,0.1,0
3.498493,0,0,18.8,0,0,0.029,-0.012,-1,0.1,-0.6,0.1,0
3.508493,0,0,18.8,0,0,0.029,-0.012,-1,0.1,-0.6,0.1,0
3.518493,0,0,18.8,0,0,0.029,-0.012,-1,0.1,-0.6,0.1,0
3.528493,0,0,18.8,0,0,0.029,-0.012,-1,0.1,-0.6,0.1,0
3.538493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.6,0,0
3.548493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.6,0,0
3.558493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.6,0,0
3.568493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.6,0,0
3.578493,0,0,18.8,0,0,0.028,-0.012,-1.001,0.1,-0.6,0,0
3.588493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.598493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.608493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.618493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.628493,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
3.638493,0,0,18.8,0,0,0.027,-0.011,-1.001,0.2,-0.7,0,0
3.648493,0,0,18.8,0,0,0.027,-0.011,-1.001,0.2,-0.7,0,0
3.658493,0,0,18.8,0,0,0.027,-0.011,-1.001,0.2,-0.7,0,0
3.668493,0,0,18.8,0,0,0.027,-0.011,-1.001,0.2,-0.7,0,0
3.678493,0,0,18.8,0,0,0.027,-0.011,-1.001,0.2,-0.7,0,0
3.688493,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
3.698493,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
3.708493,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
3.718493,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
3.728493,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
3.738493,0,0,18.9,0,0,0.027,-0.01,-1.001,0.1,-0.6,0.1,0
3.748493,0,0,18.9,0,0,0.027,-0.01,-1.001,0.1,-0.6,0.1,0
3.758493,0,0,18.9,0,0,0.027,-0.01,-1.001,0.1,-0.6,0.1,0
3.768493,0,0,18.9,0,0,0.027,-0.01,-1.001,0.1,-0.6,0.1,0
3.778493,0,0,18.9,0,0,0.027,-0.01,-1.001,0.1,-0.6,0.1,0
3.788493,0,0,18.9,0,0,0.031,-0.012,-1,0.1,-0.6,0,0
3.798493,0,0,18.9,0,0,0.031,-0.012,-1,0.1,-0.6,0,0
3.808493,0,0,18.9,0,0,0.031,-0.012,-1,0.1,-0.6,0,0
3.818493,0,0,18.9,0,0,0.031,-0.012,-1,0.1,-0.6,0,0
3.828493,0,0,18.9,0,0,0.031,-0.012,-1,0.1,-0.6,0,0
3.838493,0,0,18.8,0,0,0.029,-0.009,-1.002,0.3,-0.7,-0.2,0
3.848493,0,0,18.8,0,0,0.029,-0.009,-1.002,0.3,-0.7,-0.2,0
3.858493,0,0,18.8,0,0,0.029,-0.009,-1.002,0.3,-0.7,-0.2,0
3.868493,0,0,18.8,0,0,0.029,-0.009,-1.002,0.3,-0.7,-0.2,0
3.878493,0,0,18.8,0,0,0.029,-0.009,-1.002,0.3,-0.7,-0.2,0
3.888493,0,0,18.8,0,0,0.025,-0.016,-1,0.1,-0.6,0.1,0
3.898493,0,0,18.8,0,0,0.025,-0.016,-1,0.1,-0.6,0.1,0
3.908493,0,0,18.8,0,0,0.025,-0.016,-1,0.1,-0.6,0.1,0
3.918493,0,0,18.8,0,0,0.025,-0.016,-1,0.1,-0.6,0.1,0
3.928493,0,0,18.8,0,0,0.025,-0.016,-1,0.1,-0.6,0.1,0
3.938493,0,0,18.8,0,0,0.031,-0.008,-1.003,0.1,-0.5,0,0
3.948493,0,0,18.8,0,0,0.031,-0.008,-1.003,0.1,-0.5,0,0
3.958493,0,0,18.8,0,0,0.031,-0.008,-1.003,0.1,-0.5,0,0
3.968493,0,0,18.8,0,0,0.031,-0.008,-1.003,0.1,-0.5,0,0
3.978493,0,0,18.8,0,0,0.031,-0.008,-1.003,0.1,-0.5,0,0
3.9934719,0,0,18.8,0,0,0.031,-0.011,-1,0.1,-0.6,0.1,0
4.0034719,0,0,18.8,0,0,0.031,-0.011,-1,0.1,-0.6,0.1,0
4.0134719,0,0,18.8,0,0,0.031,-0.011,-1,0.1,-0.6,0.1,0
4.0234719,0,0,18.8,0,0,0.031,-0.011,-1,0.1,-0.6,0.1,0
4.0334719,0,0,18.8,0,0,0.031,-0.011,-1,0.1,-0.6,0.1,0
4.0434719,0,0,18.8,0,0,0.027,-0.013,-1,0.1,-0.6,0,0
4.0534719,0,0,18.8,0,0,0.027,-0.013,-1,0.1,-0.6,0,0
4.0634719,0,0,18.8,0,0,0.027,-0.013,-1,0.1,-0.6,0,0
4.0734719,0,0,18.8,0,0,0.027,-0.013,-1,0.1,-0.6,0,0
4.0834719,0,0,18.8,0,0,0.027,-0.013,-1,0.1,-0.6,0,0
4.0934719,0,0,18.9,0,0,0.029,-0.009,-1.002,0.2,-0.6,0.1,0
4.1034719,0,0,18.9,0,0,0.029,-0.009,-1.002,0.2,-0.6,0.1,0
4.1134719,0,0,18.9,0,0,0.029,-0.009,-1.002,0.2,-0.6,0.1,0
4.1234719,0,0,18.9,0,0,0.029,-0.009,-1.002,0.2,-0.6,0.1,0
4.1334719,0,0,18.9,0,0,0.029,-0.009,-1.002,0.2,-0.6,0.1,0
4.1434719,0,0,18.8,0,0,0.031,-0.01,-1.005,0.1,-0.6,0,0
4.1534719,0,0,18.8,0,0,0.031,-0.01,-1.005,0.1,-0.6,0,0
4.1634719,0,0,18.8,0,0,0.031,-0.01,-1.005,0.1,-0.6,0,0
4.1734719,0,0,18.8,0,0,0.031,-0.01,-1.005,0.1,-0.6,0,0
4.1834719,0,0,18.8,0,0,0.031,-0.01,-1.005,0.1,-0.6,0,0
4.1934719,0,0,18.8,0,0,0.024,-0.014,-1,0.3,-0.6,0.1,0
4.2034719,0,0,18.8,0,0,0.024,-0.014,-1,0.3,-0.6,0.1,0
4.2134719,0,0,18.8,0,0,0.024,-0.014,-1,0.3,-0.6,0.1,0
4.2234719,0,0,18.8,0,0,0.024,-0.014,-1,0.3,-0.6,0.1,0
4.2334719,0,0,18.8,0,0,0.024,-0.014,-1,0.3,-0.6,0.1,0
4.2434719,0,0,18.9,0,0,0.031,-0.008,-0.998,0.2,-0.6,-0.1,0
4.2534719,0,0,18.9,0,0,0.031,-0.008,-0.998,0.2,-0.6,-0.1,0
4.2634719,0,0,18.9,0,0,0.031,-0.008,-0.998,0.2,-0.6,-0.1,0
4.2734719,0,0,18.9,0,0,0.031,-0.008,-0.998,0.2,-0.6,-0.1,0
4.2834719,0,0,18.9,0,0,0.031,-0.008,-0.998,0.2,-0.6,-0.1,0
4.2934719,0,0,18.8,0,0,0.031,-0.015,-1,0.2,-0.7,0,0
4.3034719,0,0,18.8,0,0,0.031,-0.015,-1,0.2,-0.7,0,0
4.3134719,0,0,18.8,0,0,0.031,-0.015,-1,0.2,-0.7,0,0
4.3234719,0,0,18.8,0,0,0.031,-0.015,-1,0.2,-0.7,0,0
4.3334719,0,0,18.8,0,0,0.031,-0.015,-1,0.2,-0.7,0,0
4.3614601,0,0,18.9,0,0,0.026,-0.007,-0.998,0.1,-0.7,0,0
4.3714601,0,0,18.9,0,0,0.026,-0.007,-0.998,0.1,-0.7,0,0
4.3814601,0,0,18.9,0,0,0.026,-0.007,-0.998,0.1,-0.7,0,0
4.3914601,0,0,18.9,0,0,0.026,-0.007,-0.998,0.1,-0.7,0,0
4.4014601,0,0,18.9,0,0,0.026,-0.007,-0.998,0.1,-0.7,0,0
4.4407901,0,0,18.8,0,0,0.029,-0.008,-0.999,0.1,-0.6,0,0
4.4507901,0,0,18.8,0,0,0.029,-0.008,-0.999,0.1,-0.6,0,0
4.4607901,0,0,18.8,0,0,0.029,-0.008,-0.999,0.1,-0.6,0,0
4.4707901,0,0,18.8,0,0,0.029,-0.008,-0.999,0.1,-0.6,0,0
4.4807901,0,0,18.8,0,0,0.029,-0.008,-0.999,0.1,-0.6,0,0
4.5309483,0,0,18.8,0,0,0.028,-0.013,-1.002,0.1,-0.7,0,0
4.5409483,0,0,18.8,0,0,0.028,-0.013,-1.002,0.1,-0.7,0,0
4.5509483,0,0,18.8,0,0,0.028,-0.013,-1.002,0.1,-0.7,0,0
4.5609483,0,0,18.8,0,0,0.028,-0.013,-1.002,0.1,-0.7,0,0
4.5709483,0,0,18.8,0,0,0.028,-0.013,-1.002,0.1,-0.7,0,0
4.593846,0,0,18.8,0,0,0.031,-0.012,-1.001,0.1,-0.7,0,0
4.603846,0,0,18.8,0,0,0.031,-0.012,-1.001,0.1,-0.7,0,0
4.613846,0,0,18.8,0,0,0.031,-0.012,-1.001,0.1,-0.7,0,0
4.623846,0,0,18.8,0,0,0.031,-0.012,-1.001,0.1,-0.7,0,0
4.633846,0,0,18.8,0,0,0.031,-0.012,-1.001,0.1,-0.7,0,0
4.6698579,0,0,18.9,0,0,0.029,-0.013,-1.001,0.2,-0.6,0,0
4.6798579,0,0,18.9,0,0,0.029,-0.013,-1.001,0.2,-0.6,0,0
4.6898579,0,0,18.9,0,0,0.029,-0.013,-1.001,0.2,-0.6,0,0
4.6998579,0,0,18.9,0,0,0.029,-0.013,-1.001,0.2,-0.6,0,0
4.7098579,0,0,18.9,0,0,0.029,-0.013,-1.001,0.2,-0.6,0,0
4.7460496,0,0,18.8,0,0,0.03,-0.011,-1.002,0.1,-0.6,0,0
4.7560496,0,0,18.8,0,0,0.03,-0.011,-1.002,0.1,-0.6,0,0
4.7660496,0,0,18.8,0,0,0.03,-0.011,-1.002,0.1,-0.6,0,0
4.7760496,0,0,18.8,0,0,0.03,-0.011,-1.002,0.1,-0.6,0,0
4.7860496,0,0,18.8,0,0,0.03,-0.011,-1.002,0.1,-0.6,0,0
4.7960496,0,0,18.9,0,0,0.028,-0.011,-1,0.2,-0.6,0,0
4.8060496,0,0,18.9,0,0,0.028,-0.011,-1,0.2,-0.6,0,0
4.8160496,0,0,18.9,0,0,0.028,-0.011,-1,0.2,-0.6,0,0
4.8260496,0,0,18.9,0,0,0.028,-0.011,-1,0.2,-0.6,0,0
4.8360496,0,0,18.9,0,0,0.028,-0.011,-1,0.2,-0.6,0,0
4.8460496,0,0,18.8,0,0,0.028,-0.011,-1.001,0.2,-0.6,0,0
4.8560496,0,0,18.8,0,0,0.028,-0.011,-1.001,0.2,-0.6,0,0
4.8660496,0,0,18.8,0,0,0.028,-0.011,-1.001,0.2,-0.6,0,0
4.8760496,0,0,18.8,0,0,0.028,-0.011,-1.001,0.2,-0.6,0,0
4.8860496,0,0,18.8,0,0,0.028,-0.011,-1.001,0.2,-0.6,0,0
4.8960496,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
