Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps,Id_A
1.8635847,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
1.8735847,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
1.8835847,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
1.8935847,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
1.9035847,0,0,18.9,0,0,0.029,-0.012,-1.001,0.1,-0.6,0,0
1.9135847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
1.9235847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
1.9335847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
1.9435847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
1.9535847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
1.9635847,0,0,18.8,0,0,0.029,-0.013,-1.002,0.2,-0.6,0,0
1.9735847,0,0,18.8,0,0,0.029,-0.013,-1.002,0.2,-0.6,0,0
1.9835847,0,0,18.8,0,0,0.029,-0.013,-1.002,0.2,-0.6,0,0
1.9935847,0,0,18.8,0,0,0.029,-0.013,-1.002,0.2,-0.6,0,0
2.0035847,0,0,18.8,0,0,0.029,-0.013,-1.002,0.2,-0.6,0,0
2.0135847,0,0,18.9,0,0,0.029,-0.011,-1.001,0.3,-0.6,0,0
2.0235847,0,0,18.9,0,0,0.029,-0.011,-1.001,0.3,-0.6,0,0
2.0335847,0,0,18.9,0,0,0.029,-0.011,-1.001,0.3,-0.6,0,0
2.0435847,0,0,18.9,0,0,0.029,-0.011,-1.001,0.3,-0.6,0,0
2.0535847,0,0,18.9,0,0,0.029,-0.011,-1.001,0.3,-0.6,0,0
2.0635847,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
2.0735847,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
2.0835847,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
2.0935847,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
2.1035847,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
2.1135847,0,0,18.9,0,0,0.028,-0.013,-1.003,0.1,-0.6,0,0
2.1235847,0,0,18.9,0,0,0.028,-0.013,-1.003,0.1,-0.6,0,0
2.1335847,0,0,18.9,0,0,0.028,-0.013,-1.003,0.1,-0.6,0,0
2.1435847,0,0,18.9,0,0,0.028,-0.013,-1.003,0.1,-0.6,0,0
2.1535847,0,0,18.9,0,0,0.028,-0.013,-1.003,0.1,-0.6,0,0
2.1635847,0,0,18.8,0,0,0.029,-0.011,-1.001,0.2,-0.6,0,0
2.1735847,0,0,18.8,0,0,0.029,-0.011,-1.001,0.2,-0.6,0,0
2.1835847,0,0,18.8,0,0,0.029,-0.011,-1.001,0.2,-0.6,0,0
2.1935847,0,0,18.8,0,0,0.029,-0.011,-1.001,0.2,-0.6,0,0
2.2035847,0,0,18.8,0,0,0.029,-0.011,-1.001,0.2,-0.6,0,0
2.2135847,0,0,18.9,0,0,0.028,-0.011,-1.002,0.2,-0.7,0,0
2.2235847,0,0,18.9,0,0,0.028,-0.011,-1.002,0.2,-0.7,0,0
2.2335847,0,0,18.9,0,0,0.028,-0.011,-1.002,0.2,-0.7,0,0
2.2435847,0,0,18.9,0,0,0.028,-0.011,-1.002,0.2,-0.7,0,0
2.2535847,0,0,18.9,0,0,0.028,-0.011,-1.002,0.2,-0.7,0,0
2.2635847,0,0,18.9,0,0,0.029,-0.012,-1.002,0.3,-0.6,0,0
2.2735847,0,0,18.9,0,0,0.029,-0.012,-1.002,0.3,-0.6,0,0
2.2835847,0,0,18.9,0,0,0.029,-0.012,-1.002,0.3,-0.6,0,0
2.2935847,0,0,18.9,0,0,0.029,-0.012,-1.002,0.3,-0.6,0,0
2.3035847,0,0,18.9,0,0,0.029,-0.012,-1.002,0.3,-0.6,0,0
2.3135847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.7,0,0
2.3235847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.7,0,0
2.3335847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.7,0,0
2.3435847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.7,0,0
2.3535847,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.7,0,0
2.3640508,0,0,18.9,0,0,0.029,-0.011,-1.002,0.1,-0.6,0,0
2.3740508,0,0,18.9,0,0,0.029,-0.011,-1.002,0.1,-0.6,0,0
2.3840508,0,0,18.9,0,0,0.029,-0.011,-1.002,0.1,-0.6,0,0
2.3940508,0,0,18.9,0,0,0.029,-0.011,-1.002,0.1,-0.6,0,0
2.4040508,0,0,18.9,0,0,0.029,-0.011,-1.002,0.1,-0.6,0,0
2.4140508,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
2.4240508,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
2.4340508,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
2.4440508,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
2.4540508,0,0,18.9,0,0,0.028,-0.012,-1.001,0.2,-0.6,0,0
2.4979352,0,0,18.8,0,0,0.027,-0.012,-1.001,0.2,-0.7,0,0
2.5079352,0,0,18.8,0,0,0.027,-0.012,-1.001,0.2,-0.7,0,0
2.5179352,0,0,18.8,0,0,0.027,-0.012,-1.001,0.2,-0.7,0,0
2.5279352,0,0,18.8,0,0,0.027,-0.012,-1.001,0.2,-0.7,0,0
2.5379352,0,0,18.8,0,0,0.027,-0.012,-1.001,0.2,-0.7,0,0
2.5479352,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
2.5579352,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
2.5679352,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
2.5779352,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
2.5879352,0,0,18.9,0,0,0.03,-0.012,-1,0.1,-0.6,0,0
2.5979352,0,0,18.8,0,0,0.03,-0.012,-1.002,0.2,-0.7,0,0
2.6079352,0,0,18.8,0,0,0.03,-0.012,-1.002,0.2,-0.7,0,0
2.6179352,0,0,18.8,0,0,0.03,-0.012,-1.002,0.2,-0.7,0,0
2.6279352,0,0,18.8,0,0,0.03,-0.012,-1.002,0.2,-0.7,0,0
2.6379352,0,0,18.8,0,0,0.03,-0.012,-1.002,0.2,-0.7,0,0
2.6630319,0,0,18.8,0,0,0.028,-0.012,-1.003,0.1,-0.6,0,0
2.6730319,0,0,18.8,0,0,0.028,-0.012,-1.003,0.1,-0.6,0,0
