Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps,Id_A
3.0756509,0,0,18.8,0,0,0.027,-0.012,-1.001,0.1,-0.6,0,0
3.0856509,0,0,18.8,0,0,0.027,-0.012,-1.001,0.1,-0.6,0,0
3.0956509,0,0,18.8,0,0,0.027,-0.012,-1.001,0.1,-0.6,0,0
3.1056509,0,0,18.8,0,0,0.027,-0.012,-1.001,0.1,-0.6,0,0
3.1156509,0,0,18.8,0,0,0.027,-0.012,-1.001,0.1,-0.6,0,0
3.1256509,0,0,18.9,0,0,0.028,-0.013,-1,0.2,-0.7,0,0
3.1356509,0,0,18.9,0,0,0.028,-0.013,-1,0.2,-0.7,0,0
3.1456509,0,0,18.9,0,0,0.028,-0.013,-1,0.2,-0.7,0,0
3.1556509,0,0,18.9,0,0,0.028,-0.013,-1,0.2,-0.7,0,0
3.1656509,0,0,18.9,0,0,0.028,-0.013,-1,0.2,-0.7,0,0
3.1756509,0,0,18.8,0,0,0.027,-0.011,-1,0.2,-0.6,0,0
3.1856509,0,0,18.8,0,0,0.027,-0.011,-1,0.2,-0.6,0,0
3.1956509,0,0,18.8,0,0,0.027,-0.011,-1,0.2,-0.6,0,0
3.2056509,0,0,18.8,0,0,0.027,-0.011,-1,0.2,-0.6,0,0
3.2156509,0,0,18.8,0,0,0.027,-0.011,-1,0.2,-0.6,0,0
3.2256509,0,0,18.8,0,0,0.029,-0.013,-1,0.1,-0.6,0,0
3.2356509,0,0,18.8,0,0,0.029,-0.013,-1,0.1,-0.6,0,0
3.2456509,0,0,18.8,0,0,0.029,-0.013,-1,0.1,-0.6,0,0
3.2556509,0,0,18.8,0,0,0.029,-0.013,-1,0.1,-0.6,0,0
3.2656509,0,0,18.8,0,0,0.029,-0.013,-1,0.1,-0.6,0,0
3.2756509,0,0,18.8,0,0,0.027,-0.013,-1.001,0.1,-0.5,0,0
3.2856509,0,0,18.8,0,0,0.027,-0.013,-1.001,0.1,-0.5,0,0
3.2956509,0,0,18.8,0,0,0.027,-0.013,-1.001,0.1,-0.5,0,0
3.3056509,0,0,18.8,0,0,0.027,-0.013,-1.001,0.1,-0.5,0,0
3.3156509,0,0,18.8,0,0,0.027,-0.013,-1.001,0.1,-0.5,0,0
3.3256509,0,0,18.8,0,0,0.028,-0.012,-1,0.1,-0.6,0,0
3.3356509,0,0,18.8,0,0,0.028,-0.012,-1,0.1,-0.6,0,0
3.3456509,0,0,18.8,0,0,0.028,-0.012,-1,0.1,-0.6,0,0
3.3556509,0,0,18.8,0,0,0.028,-0.012,-1,0.1,-0.6,0,0
3.3656509,0,0,18.8,0,0,0.028,-0.012,-1,0.1,-0.6,0,0
3.3756509,0,0,18.9,0,0,0.026,-0.014,-1.001,0.2,-0.6,0,0
3.3856509,0,0,18.9,0,0,0.026,-0.014,-1.001,0.2,-0.6,0,0
3.3956509,0,0,18.9,0,0,0.026,-0.014,-1.001,0.2,-0.6,0,0
3.4056509,0,0,18.9,0,0,0.026,-0.014,-1.001,0.2,-0.6,0,0
3.4156509,0,0,18.9,0,0,0.026,-0.014,-1.001,0.2,-0.6,0,0
3.4256509,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
3.4356509,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
3.4456509,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
3.4556509,0,0,18.9,0,0,0.028,-0.012,-1,0.2,-0.6,0,0
