Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C
17.2596209,134,-0.015,19,25,24
17.2696209,139,-0.015,19,25,24
17.2796209,137,-0.015,19,25,24
17.2896209,147,-0.015,19,25,24
17.2996209,145,-0.015,19,25,24
17.3096209,130,-0.015,19,25,24
17.3196209,138,-0.015,19,25,24
17.3296209,140,-0.015,19,25,24
17.3227852,148,-0.012,19,25,24
17.3327852,135,-0.012,19,25,24
17.3427852,144,-0.012,19,25,24
17.3527852,133,-0.012,19,25,24
17.3627852,137,-0.012,19,25,24
17.3727852,149,-0.012,19,25,24
17.3827852,140,-0.012,19,25,24
17.3927852,142,-0.012,19,25,24
17.4027852,128,-0.012,19,25,24
17.4127852,142,-0.012,19,25,24
17.4510526,139,0.003,19,25,24
17.4610526,147,0.003,19,25,24
17.4710526,140,0.003,19,25,24
17.4810526,134,0.003,19,25,24
17.4910526,148,0.003,19,25,24
17.5010526,131,0.003,19,25,24
17.5110526,146,0.003,19,25,24
17.5210526,153,0.003,19,25,24
17.5310526,143,0.003,19,25,24
17.5410526,118,0.003,19,25,24
17.6362549,146,-0.013,19,25,24
17.6462549,147,-0.013,19,25,24
17.6562549,125,-0.013,19,25,24
17.6662549,141,-0.013,19,25,24
17.6762549,149,-0.013,19,25,24
17.6862549,137,-0.013,19,25,24
17.6962549,146,-0.013,19,25,24
17.7062549,132,-0.013,19,25,24
17.7162549,141,-0.013,19,25,24
17.7262549,137,-0.013,19,25,24
17.7004571,150,-0.016,19,25,24
17.7104571,138,-0.016,19,25,24
17.7204571,134,-0.016,19,25,24
17.7304571,139,-0.016,19,25,24
17.7404571,140,-0.016,19,25,24
17.7504571,149,-0.016,19,25,24
17.7604571,135,-0.016,19,25,24
17.7704571,145,-0.016,19,25,24
17.7804571,133,-0.016,19,25,24
17.7904571,139,-0.016,19,25,24
17.814387,146,0.002,19,25,24
17.824387,140,0.002,19,25,24
17.834387,144,0.002,19,25,24
17.844387,128,0.002,19,25,24
17.854387,142,0.002,19,25,24
17.864387,140,0.002,19,25,24
17.874387,146,0.002,19,25,24
17.884387,138,0.002,19,25,24
17.894387,135,0.002,19,25,24
17.904387,147,0.002,19,25,24
17.9091761,131,0,19,25,24
17.9191761,147,0,19,25,24
17.9291761,153,0,19,25,24
17.9391761,141,0,19,25,24
17.9491761,119,0,19,25,24
17.9591761,150,0,19,25,24
17.9691761,143,0,19,25,24
17.9791761,142,0,19,25,24
17.9891761,142,0,19,25,24
17.9991761,132,0,19,25,24
18.03245,147,-0.004,19,25,24
18.04245,134,-0.004,19,25,24
18.05245,146,-0.004,19,25,24
18.06245,151,-0.004,19,25,24
18.07245,127,-0.004,19,25,24
18.08245,141,-0.004,19,25,24
18.09245,140,-0.004,19,25,24
18.10245,150,-0.004,19,25,24
18.11245,137,-0.004,19,25,24
18.12245,144,-0.004,19,25,24
18.2275279,133,0.008,19,25,24
18.2375279,142,0.008,19,25,24
18.2475279,138,0.008,19,25,24
18.2575279,149,0.008,19,25,24
18.2675279,140,0.008,19,25,24
18.2775279,144,0.008,19,25,24
18.2875279,128,0.008,19,25,24
18.2975279,141,0.008,19,25,24
18.3075279,146,0.008,19,25,24
18.3175279,138,0.008,19,25,24
18.4365466,143,-0.002,19,25,24
18.4465466,142,-0.002,19,25,24
18.4565466,140,-0.002,19,25,24
18.4665466,136,-0.002,19,25,24
18.4765466,144,-0.002,19,25,24
18.4865466,145,-0.002,19,25,24
18.4965466,148,-0.002,19,25,24
18.5065466,127,-0.002,19,25,24
18.5165466,141,-0.002,19,25,24
18.5265466,149,-0.002,19,25,24
18.5012237,137,-0.016,19,25,24
18.5112237,147,-0.016,19,25,24
18.5212237,132,-0.016,19,25,24
18.5312237,145,-0.016,19,25,24
18.5412237,137,-0.016,19,25,24
18.5512237,148,-0.016,19,25,24
18.5612237,140,-0.016,19,25,24
18.5712237,141,-0.016,19,25,24
18.5812237,135,-0.016,19,25,24
18.5912237,140,-0.016,19,25,24
18.6490706,135,0.013,19,25,24
18.6590706,143,0.013,19,25,24
18.6690706,136,0.013,19,25,24
18.6790706,149,0.013,19,25,24
18.6890706,143,0.013,19,25,24
18.6990706,146,0.013,19,25,24
18.7090706,126,0.013,19,25,24
18.7190706,141,0.013,19,25,24
18.7290706,148,0.013,19,25,24
18.7390706,138,0.013,19,25,24
18.8663651,142,-0.002,19,25,24
18.8763651,143,-0.002,19,25,24
18.8863651,139,-0.002,19,25,24
18.8963651,137,-0.002,19,25,24
18.9063651,144,-0.002,19,25,24
18.9163651,145,-0.002,19,25,24
18.9263651,150,-0.002,19,25,24
18.9363651,125,-0.002,19,25,24
18.9463651,141,-0.002,19,25,24
18.9563651,150,-0.002,19,25,24
19.0257287,133,0.003,19,25,24
19.0357287,140,0.003,19,25,24
19.0457287,139,0.003,19,25,24
19.0557287,148,0.003,19,25,24
19.0657287,147,0.003,19,25,24
19.0757287,131,0.003,19,25,24
19.0857287,142,0.003,19,25,24
19.0957287,138,0.003,19,25,24
19.1057287,149,0.003,19,25,24
19.1157287,143,0.003,19,25,24
19.203453,142,0.01,19,25,24
19.213453,122,0.01,19,25,24
19.223453,151,0.01,19,25,24
19.233453,141,0.01,19,25,24
19.243453,143,0.01,19,25,24
19.253453,143,0.01,19,25,24
19.263453,132,0.01,19,25,24
19.273453,151,0.01,19,25,24
19.283453,135,0.01,19,25,24
19.293453,146,0.01,19,25,24
19.422353,136,-0.005,19,25,24
19.432353,137,-0.005,19,25,24
19.442353,148,-0.005,19,25,24
19.452353,140,-0.005,19,25,24
19.462353,149,-0.005,19,25,24
19.472353,131,-0.005,19,25,24
19.482353,138,-0.005,19,25,24
19.492353,148,-0.005,19,25,24
19.502353,137,-0.005,19,25,24
19.512353,146,-0.005,19,25,24
19.5122425,133,0.003,19,25,24
19.5222425,143,0.003,19,25,24
19.5322425,138,0.003,19,25,24
19.5422425,148,0.003,19,25,24
19.5522425,142,0.003,19,25,24
19.5622425,128,0.003,19,25,24
19.5722425,143,0.003,19,25,24
19.5822425,140,0.003,19,25,24
19.5922425,145,0.003,19,25,24
19.6022425,138,0.003,19,25,24
19.6331219,132,-0.004,19,25,24
19.6431219,144,-0.004,19,25,24
19.6531219,156,-0.004,19,25,24
19.6631219,124,-0.004,19,25,24
19.6731219,149,-0.004,19,25,24
19.6831219,139,-0.004,19,25,24
19.6931219,142,-0.004,19,25,24
19.7031219,143,-0.004,19,25,24
19.7131219,144,-0.004,19,25,24
19.7231219,143,-0.004,19,25,24
19.7166644,137,-0.001,19,25,24
19.7266644,143,-0.001,19,25,24
19.7366644,144,-0.001,19,25,24
19.7466644,150,-0.001,19,25,24
19.7566644,126,-0.001,19,25,24
19.7666644,143,-0.001,19,25,24
19.7766644,139,-0.001,19,25,24
19.7866644,150,-0.001,19,25,24
19.7966644,146,-0.001,19,25,24
19.8066644,135,-0.001,19,25,24
19.8260511,146,0.006,19,25,24
19.8360511,138,0.006,19,25,24
19.8460511,147,0.006,19,25,24
19.8560511,139,0.006,19,25,24
19.8660511,137,0.006,19,25,24
19.8760511,140,0.006,19,25,24
19.8860511,140,0.006,19,25,24
19.8960511,152,0.006,19,25,24
19.9060511,137,0.006,19,25,24
19.9160511,145,0.006,19,25,24
20.0231124,134,0.01,19,25,24
20.0331124,154,0.01,19,25,24
20.0431124,131,0.01,19,25,24
20.0531124,144,0.01,19,25,24
20.0631124,156,0.01,19,25,24
20.0731124,135,0.01,19,25,24
20.0831124,138,0.01,19,25,24
20.0931124,140,0.01,19,25,24
20.1031124,146,0.01,19,25,24
20.1131124,144,0.01,19,25,24
20.2439551,146,-0.005,19,25,25
20.2539551,144,-0.005,19,25,25
20.2639551,139,-0.005,19,25,25
20.2739551,149,-0.005,19,25,25
20.2839551,132,-0.005,19,25,25
20.2939551,138,-0.005,19,25,25
20.3039551,140,-0.005,19,25,25
20.3139551,154,-0.005,19,25,25
20.3239551,142,-0.005,19,25,25
20.3339551,131,-0.005,19,25,25
20.4330172,148,-0.016,19,25,24
20.4430172,141,-0.016,19,25,24
20.4530172,134,-0.016,19,25,24
20.4630172,154,-0.016,19,25,24
20.4730172,133,-0.016,19,25,24
20.4830172,144,-0.016,19,25,24
20.4930172,154,-0.016,19,25,24
20.5030172,145,-0.016,19,25,24
20.5130172,131,-0.016,19,25,24
20.5230172,139,-0.016,19,25,24
20.5020447,148,-0.004,19,25,24
20.5120447,146,-0.004,19,25,24
20.5220447,142,-0.004,19,25,24
20.5320447,134,-0.004,19,25,24
20.5420447,153,-0.004,19,25,24
20.5520447,134,-0.004,19,25,24
20.5620447,147,-0.004,19,25,24
20.5720447,150,-0.004,19,25,24
20.5820447,126,-0.004,19,25,24
20.5920447,142,-0.004,19,25,24
20.6688254,140,-0.003,19,25,25
20.6788254,154,-0.003,19,25,25
20.6888254,141,-0.003,19,25,25
20.6988254,133,-0.003,19,25,25
20.7088254,147,-0.003,19,25,25
20.7188254,141,-0.003,19,25,25
20.7288254,149,-0.003,19,25,25
20.7388254,137,-0.003,19,25,25
20.7488254,151,-0.003,19,25,25
20.7588254,130,-0.003,19,25,25
20.6918634,140,-0.002,19,25,24
20.7018634,151,-0.002,19,25,24
20.7118634,142,-0.002,19,25,24
20.7218634,148,-0.002,19,25,24
20.7318634,134,-0.002,19,25,24
20.7418634,140,-0.002,19,25,24
20.7518634,137,-0.002,19,25,24
20.7618634,152,-0.002,19,25,24
20.7718634,148,-0.002,19,25,24
20.7818634,130,-0.002,19,25,24
20.8581472,151,-0.003,19,25,24
20.8681472,134,-0.003,19,25,24
20.8781472,145,-0.003,19,25,24
20.8881472,154,-0.003,19,25,24
20.8981472,145,-0.003,19,25,24
20.9081472,120,-0.003,19,25,24
20.9181472,150,-0.003,19,25,24
20.9281472,147,-0.003,19,25,24
20.9381472,147,-0.003,19,25,24
20.9481472,141,-0.003,19,25,24
21.0304746,149,-0.007,19,25,24
21.0404746,141,-0.007,19,25,24
21.0504746,145,-0.007,19,25,24
21.0604746,136,-0.007,19,25,24
21.0704746,146,-0.007,19,25,24
21.0804746,143,-0.007,19,25,24
21.0904746,148,-0.007,19,25,24
21.1004746,145,-0.007,19,25,24
21.1104746,131,-0.007,19,25,24
21.1204746,141,-0.007,19,25,24
21.1395512,140,0.001,19,25,25
21.1495512,154,0.001,19,25,25
21.1595512,148,0.001,19,25,25
21.1695512,134,0.001,19,25,25
21.1795512,145,0.001,19,25,25
21.1895512,139,0.001,19,25,25
21.1995512,148,0.001,19,25,25
21.2095512,140,0.001,19,25,25
21.2195512,145,0.001,19,25,25
21.2295512,130,0.001,19,25,25
21.2293153,143,-0.001,19,25,24
21.2393153,153,-0.001,19,25,24
21.2493153,142,-0.001,19,25,24
21.2593153,144,-0.001,19,25,24
21.2693153,133,-0.001,19,25,24
21.2793153,152,-0.001,19,25,24
21.2893153,131,-0.001,19,25,24
21.2993153,158,-0.001,19,25,24
21.3093153,145,-0.001,19,25,24
21.3193153,123,-0.001,19,25,24
21.3505752,150,0.005,19,25,25
21.3605752,143,0.005,19,25,25
21.3705752,147,0.005,19,25,25
21.3805752,144,0.005,19,25,25
21.3905752,133,0.005,19,25,25
21.4005752,153,0.005,19,25,25
21.4105752,137,0.005,19,25,25
21.4205752,148,0.005,19,25,25
21.4305752,149,0.005,19,25,25
21.4405752,152,0.005,19,25,25
21.4966975,154,-0.016,19,25,24
21.5066975,138,-0.016,19,25,24
21.5166975,139,-0.016,19,25,24
21.5266975,147,-0.016,19,25,24
21.5366975,143,-0.016,19,25,24
21.5466975,151,-0.016,19,25,24
21.5566975,142,-0.016,19,25,24
21.5666975,151,-0.016,19,25,24
21.5766975,130,-0.016,19,25,24
21.5866975,140,-0.016,19,25,24
21.606915,151,-0.01,19,25,24
21.616915,145,-0.01,19,25,24
21.626915,145,-0.01,19,25,24
21.636915,128,-0.01,19,25,24
21.646915,143,-0.01,19,25,24
21.656915,144,-0.01,19,25,24
21.666915,146,-0.01,19,25,24
21.676915,143,-0.01,19,25,24
21.686915,135,-0.01,19,25,24
21.696915,153,-0.01,19,25,24
21.8327255,144,-0.005,19,25,24
21.8427255,132,-0.005,19,25,24
21.8527255,154,-0.005,19,25,24
21.8627255,138,-0.005,19,25,24
21.8727255,149,-0.005,19,25,24
21.8827255,150,-0.005,19,25,24
21.8927255,147,-0.005,19,25,24
21.9027255,133,-0.005,19,25,24
21.9127255,139,-0.005,19,25,24
21.9227255,153,-0.005,19,25,24
21.9964042,136,-0.004,19,25,24
22.0064042,144,-0.004,19,25,24
22.0164042,144,-0.004,19,25,24
22.0264042,142,-0.004,19,25,24
22.0364042,147,-0.004,19,25,24
22.0464042,130,-0.004,19,25,24
22.0564042,146,-0.004,19,25,24
22.0664042,145,-0.004,19,25,24
22.0764042,151,-0.004,19,25,24
22.0864042,139,-0.004,19,25,24
22.227299,141,0.018,19,25,24
22.237299,137,0.018,19,25,24
22.247299,149,0.018,19,25,24
22.257299,146,0.018,19,25,24
22.267299,149,0.018,19,25,24
22.277299,152,0.018,19,25,24
22.287299,127,0.018,19,25,24
22.297299,144,0.018,19,25,24
22.307299,140,0.018,19,25,24
22.317299,152,0.018,19,25,24
22.2987066,145,0.013,19,25,24
22.3087066,136,0.013,19,25,24
22.3187066,147,0.013,19,25,24
22.3287066,142,0.013,19,25,24
22.3387066,153,0.013,19,25,24
22.3487066,143,0.013,19,25,24
22.3587066,138,0.013,19,25,24
22.3687066,144,0.013,19,25,24
22.3787066,140,0.013,19,25,24
22.3887066,152,0.013,19,25,24
22.4970132,143,-0.005,19,25,25
22.5070132,143,-0.005,19,25,25
22.5170132,153,-0.005,19,25,25
22.5270132,143,-0.005,19,25,25
22.5370132,142,-0.005,19,25,25
22.5470132,137,-0.005,19,25,25
22.5570132,144,-0.005,19,25,25
22.5670132,145,-0.005,19,25,25
22.5770132,153,-0.005,19,25,25
22.5870132,146,-0.005,19,25,25
22.5992204,121,-0.001,19,25,25
22.6092204,155,-0.001,19,25,25
22.6192204,143,-0.001,19,25,25
22.6292204,150,-0.001,19,25,25
22.6392204,141,-0.001,19,25,25
22.6492204,134,-0.001,19,25,25
22.6592204,154,-0.001,19,25,25
22.6692204,139,-0.001,19,25,25
22.6792204,149,-0.001,19,25,25
22.6892204,154,-0.001,19,25,25
22.6958121,129,0.014,19,25,25
22.7058121,146,0.014,19,25,25
22.7158121,142,0.014,19,25,25
22.7258121,155,0.014,19,25,25
22.7358121,143,0.014,19,25,25
22.7458121,146,0.014,19,25,25
22.7558121,137,0.014,19,25,25
22.7658121,143,0.014,19,25,25
22.7758121,153,0.014,19,25,25
22.7858121,143,0.014,19,25,25
22.7962578,150,0.01,19,25,25
22.8062578,136,0.01,19,25,25
22.8162578,139,0.01,19,25,25
22.8262578,151,0.01,19,25,25
22.8362578,143,0.01,19,25,25
22.8462578,152,0.01,19,25,25
22.8562578,136,0.01,19,25,25
22.8662578,144,0.01,19,25,25
22.8762578,141,0.01,19,25,25
22.8862578,155,0.01,19,25,25
22.8968037,148,-0,19,25,25
22.9068037,128,-0,19,25,25
22.9168037,143,-0,19,25,25
22.9268037,143,-0,19,25,25
22.9368037,153,-0,19,25,25
22.9468037,145,-0,19,25,25
22.9568037,141,-0,19,25,25
22.9668037,145,-0,19,25,25
22.9768037,136,-0,19,25,25
22.9868037,149,-0,19,25,25
23.0845302,146,-0.004,19,25,25
23.0945302,139,-0.004,19,25,25
23.1045302,150,-0.004,19,25,25
23.1145302,148,-0.004,19,25,25
23.1245302,151,-0.004,19,25,25
23.1345302,130,-0.004,19,25,25
23.1445302,141,-0.004,19,25,25
23.1545302,157,-0.004,19,25,25
23.1645302,142,-0.004,19,25,25
23.1745302,150,-0.004,19,25,25
23.1721853,136,0.001,19,25,25
23.1821853,147,0.001,19,25,25
23.1921853,142,0.001,19,25,25
23.2021853,150,0.001,19,25,25
23.2121853,152,0.001,19,25,25
23.2221853,134,0.001,19,25,25
23.2321853,142,0.001,19,25,25
23.2421853,142,0.001,19,25,25
23.2521853,155,0.001,19,25,25
23.2621853,143,0.001,19,25,25
23.278652,142,0.016,19,25,25
23.288652,144,0.016,19,25,25
23.298652,142,0.016,19,25,25
23.308652,155,0.016,19,25,25
23.318652,145,0.016,19,25,25
23.328652,149,0.016,19,25,25
23.338652,129,0.016,19,25,25
23.348652,142,0.016,19,25,25
23.358652,155,0.016,19,25,25
23.368652,145,0.016,19,25,25
23.3653963,143,0.02,19,25,24
23.3753963,137,0.02,19,25,24
23.3853963,153,0.02,19,25,24
23.3953963,136,0.02,19,25,24
23.4053963,157,0.02,19,25,24
23.4153963,146,0.02,19,25,24
23.4253963,122,0.02,19,25,24
23.4353963,154,0.02,19,25,24
23.4453963,146,0.02,19,25,24
23.4553963,146,0.02,19,25,24
23.4767431,144,-0.003,19,25,25
23.4867431,133,-0.003,19,25,25
23.4967431,153,-0.003,19,25,25
23.5067431,141,-0.003,19,25,25
23.5167431,149,-0.003,19,25,25
23.5267431,148,-0.003,19,25,25
23.5367431,151,-0.003,19,25,25
23.5467431,131,-0.003,19,25,25
23.5567431,140,-0.003,19,25,25
23.5667431,156,-0.003,19,25,25
23.5783247,142,-0.009,19,25,25
23.5883247,152,-0.009,19,25,25
23.5983247,137,-0.009,19,25,25
23.6083247,145,-0.009,19,25,25
23.6183247,149,-0.009,19,25,25
23.6283247,144,-0.009,19,25,25
23.6383247,151,-0.009,19,25,25
23.6483247,134,-0.009,19,25,25
23.6583247,145,-0.009,19,25,25
23.6683247,145,-0.009,19,25,25
23.6426567,152,-0.017,19,25,24
23.6526567,148,-0.017,19,25,24
23.6626567,134,-0.017,19,25,24
23.6726567,146,-0.017,19,25,24
23.6826567,143,-0.017,19,25,24
23.6926567,155,-0.017,19,25,24
23.7026567,145,-0.017,19,25,24
23.7126567,142,-0.017,19,25,24
23.7226567,142,-0.017,19,25,24
23.7326567,145,-0.017,19,25,24
23.849864,127,0.012,19,25,25
23.859864,153,0.012,19,25,25
23.869864,145,0.012,19,25,25
23.879864,148,0.012,19,25,25
23.889864,143,0.012,19,25,25
23.899864,147,0.012,19,25,25
23.909864,138,0.012,19,25,25
23.919864,147,0.012,19,25,25
23.929864,149,0.012,19,25,25
23.939864,149,0.012,19,25,25
23.9311239,153,0.007,19,25,25
23.9411239,130,0.007,19,25,25
23.9511239,141,0.007,19,25,25
23.9611239,156,0.007,19,25,25
23.9711239,142,0.007,19,25,25
23.9811239,150,0.007,19,25,25
23.9911239,139,0.007,19,25,25
24.0011239,146,0.007,19,25,25
24.0111239,142,0.007,19,25,25
24.0211239,152,0.007,19,25,25
24.0464295,150,-0.006,19,25,25
24.0564295,135,-0.006,19,25,25
24.0664295,144,-0.006,19,25,25
24.0764295,145,-0.006,19,25,25
24.0864295,156,-0.006,19,25,25
24.0964295,140,-0.006,19,25,25
24.1064295,151,-0.006,19,25,25
24.1164295,139,-0.006,19,25,25
24.1264295,141,-0.006,19,25,25
24.1364295,156,-0.006,19,25,25
24.2500504,163,-0.016,19,25,25
24.2600504,144,-0.016,19,25,25
24.2700504,123,-0.016,19,25,25
24.2800504,155,-0.016,19,25,25
24.2900504,144,-0.016,19,25,25
24.3000504,148,-0.016,19,25,25
24.3100504,148,-0.016,19,25,25
24.3200504,138,-0.016,19,25,25
24.3300504,152,-0.016,19,25,25
24.3400504,139,-0.016,19,25,25
24.4279567,149,-0.008,19,25,25
24.4379567,144,-0.008,19,25,25
24.4479567,151,-0.008,19,25,25
24.4579567,135,-0.008,19,25,25
24.4679567,145,-0.008,19,25,25
24.4779567,144,-0.008,19,25,25
24.4879567,156,-0.008,19,25,25
24.4979567,145,-0.008,19,25,25
24.5079567,139,-0.008,19,25,25
24.5179567,145,-0.008,19,25,25
24.5966189,145,0.001,19,25,24
24.6066189,135,0.001,19,25,24
24.6166189,155,0.001,19,25,24
24.6266189,136,0.001,19,25,24
24.6366189,152,0.001,19,25,24
24.6466189,156,0.001,19,25,24
24.6566189,127,0.001,19,25,24
24.6666189,155,0.001,19,25,24
24.6766189,144,0.001,19,25,24
24.6866189,147,0.001,19,25,24
24.6972128,146,0.001,19,25,24
24.7072128,149,0.001,19,25,24
24.7172128,136,0.001,19,25,24
24.7272128,145,0.001,19,25,24
24.7372128,150,0.001,19,25,24
24.7472128,150,0.001,19,25,24
24.7572128,152,0.001,19,25,24
24.7672128,128,0.001,19,25,24
24.7772128,148,0.001,19,25,24
24.7872128,153,0.001,19,25,24
24.8123914,142,-0.023,19,25,25
24.8223914,150,-0.023,19,25,25
24.8323914,139,-0.023,19,25,25
24.8423914,146,-0.023,19,25,25
24.8523914,142,-0.023,19,25,25
24.8623914,154,-0.023,19,25,25
24.8723914,149,-0.023,19,25,25
24.8823914,135,-0.023,19,25,25
24.8923914,145,-0.023,19,25,25
24.9023914,146,-0.023,19,25,25
24.8996923,154,-0.016,19,25,25
24.9096923,141,-0.016,19,25,25
24.9196923,144,-0.016,19,25,25
24.9296923,145,-0.016,19,25,25
24.9396923,141,-0.016,19,25,25
24.9496923,155,-0.016,19,25,25
24.9596923,147,-0.016,19,25,25
24.9696923,148,-0.016,19,25,25
24.9796923,134,-0.016,19,25,25
24.9896923,146,-0.016,19,25,25
25.0381206,140,0.013,19,25,25
25.0481206,155,0.013,19,25,25
25.0581206,135,0.013,19,25,25
25.0681206,152,0.013,19,25,25
25.0781206,158,0.013,19,25,25
25.0881206,144,0.013,19,25,25
25.0981206,137,0.013,19,25,25
25.1081206,144,0.013,19,25,25
25.1181206,147,0.013,19,25,25
25.1281206,148,0.013,19,25,25
25.1376757,149,0.007,19,25,24
25.1476757,136,0.007,19,25,24
25.1576757,152,0.007,19,25,24
25.1676757,145,0.007,19,25,24
25.1776757,150,0.007,19,25,24
25.1876757,152,0.007,19,25,24
25.1976757,130,0.007,19,25,24
25.2076757,148,0.007,19,25,24
25.2176757,144,0.007,19,25,24
25.2276757,151,0.007,19,25,24
25.2405857,151,0.012,19,25,25
25.2505857,138,0.012,19,25,25
25.2605857,144,0.012,19,25,25
25.2705857,143,0.012,19,25,25
25.2805857,154,0.012,19,25,25
25.2905857,150,0.012,19,25,25
25.3005857,135,0.012,19,25,25
25.3105857,145,0.012,19,25,25
25.3205857,144,0.012,19,25,25
25.3305857,155,0.012,19,25,25
25.3377347,142,0.001,19,25,24
25.3477347,151,0.001,19,25,24
25.3577347,137,0.001,19,25,24
25.3677347,142,0.001,19,25,24
25.3777347,155,0.001,19,25,24
25.3877347,145,0.001,19,25,24
25.3977347,148,0.001,19,25,24
25.4077347,136,0.001,19,25,24
25.4177347,147,0.001,19,25,24
25.4277347,152,0.001,19,25,24
25.4525701,144,-0.021,19,25,25
25.4625701,147,-0.021,19,25,25
25.4725701,140,-0.021,19,25,25
25.4825701,152,-0.021,19,25,25
25.4925701,136,-0.021,19,25,25
25.5025701,163,-0.021,19,25,25
25.5125701,145,-0.021,19,25,25
25.5225701,125,-0.021,19,25,25
25.5325701,157,-0.021,19,25,25
25.5425701,144,-0.021,19,25,25
25.5459691,136,-0.002,19,25,25
25.5559691,153,-0.002,19,25,25
25.5659691,144,-0.002,19,25,25
25.5759691,149,-0.002,19,25,25
25.5859691,153,-0.002,19,25,25
25.5959691,128,-0.002,19,25,25
25.6059691,148,-0.002,19,25,25
25.6159691,146,-0.002,19,25,25
25.6259691,152,-0.002,19,25,25
25.6359691,148,-0.002,19,25,25
25.6810914,140,0.001,19,25,25
25.6910914,146,0.001,19,25,25
25.7010914,143,0.001,19,25,25
25.7110914,153,0.001,19,25,25
25.7210914,150,0.001,19,25,25
25.7310914,136,0.001,19,25,25
25.7410914,145,0.001,19,25,25
25.7510914,145,0.001,19,25,25
