Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps
1.2671925,0,0,19,0,0,0.027,-0.014,-1.002,0.3,-0.6,0
1.2771925,0,0,19,0,0,0.027,-0.014,-1.002,0.3,-0.6,0
1.2871925,0,0,19,0,0,0.027,-0.014,-1.002,0.3,-0.6,0
1.2971925,0,0,19,0,0,0.027,-0.014,-1.002,0.3,-0.6,0
1.3071925,0,0,19,0,0,0.027,-0.014,-1.002,0.3,-0.6,0
1.3171925,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.3271925,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.3371925,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.3471925,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.3571925,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
1.3671925,0,0,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.3771925,0,0,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.3871925,0,0,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.3971925,0,0,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.4071925,0,0,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
1.5029634,0,0,19,0,0,0.029,-0.016,-1,0.2,-0.6,0
1.5129634,0,0,19,0,0,0.029,-0.016,-1,0.2,-0.6,0
1.5229634,0,0,19,0,0,0.029,-0.016,-1,0.2,-0.6,0
1.5329634,0,0,19,0,0,0.029,-0.016,-1,0.2,-0.6,0
1.5429634,0,0,19,0,0,0.029,-0.016,-1,0.2,-0.6,0
21.6281347,0,0,19,0,0,0.029,-0.016,-1.002,0.3,-0.6,0
21.6381347,0,0,19,0,0,0.029,-0.016,-1.002,0.3,-0.6,0
21.6481347,0,0,19,0,0,0.029,-0.016,-1.002,0.3,-0.6,0
21.6581347,0,0,19,0,0,0.029,-0.016,-1.002,0.3,-0.6,0
21.6681347,0,0,19,0,0,0.029,-0.016,-1.002,0.3,-0.6,0
31.7724725,0,0,19,0,0,0.029,-0.016,-1.001,0.3,-0.5,0
31.7824725,0,0,19,0,0,0.029,-0.016,-1.001,0.3,-0.5,0
31.7924725,0,0,19,0,0,0.029,-0.016,-1.001,0.3,-0.5,0
31.8024725,0,0,19,0,0,0.029,-0.016,-1.001,0.3,-0.5,0
31.8124725,0,0,19,0,0,0.029,-0.016,-1.001,0.3,-0.5,0
31.8224725,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
31.8324725,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
31.8424725,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
31.8524725,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
31.8624725,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
31.8724725,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
31.8824725,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
31.8924725,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
31.9024725,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
31.9124725,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
31.9224725,0,0,19,0,0,0.028,-0.014,-1.002,0.3,-0.5,0
31.9324725,0,0,19,0,0,0.028,-0.014,-1.002,0.3,-0.5,0
31.9424725,0,0,19,0,0,0.028,-0.014,-1.002,0.3,-0.5,0
31.9524725,0,0,19,0,0,0.028,-0.014,-1.002,0.3,-0.5,0
31.9624725,0,0,19,0,0,0.028,-0.014,-1.002,0.3,-0.5,0
31.9724725,0,0.01,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
31.9824725,0,0.01,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
31.9924725,0,0.01,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
32.0024725,0,0.01,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
32.0124725,0,0.01,19,0,0,0.029,-0.015,-1.002,0.3,-0.6,0
32.0224725,0,0,19,0,0,0.028,-0.015,-1.002,0.3,-0.6,0
32.0324725,0,0,19,0,0,0.028,-0.015,-1.002,0.3,-0.6,0
