Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps
10.0411138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.0511138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.0611138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.0711138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.0811138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.0911138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.1011138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.1111138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.1211138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.1311138,0,0,19,0,0,0.029,-0.015,-1,0.2,-0.6,0
10.1896054,0,0,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.1996054,0,0,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.2096054,0,0,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.2196054,0,0,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.2296054,0,0,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.2396054,0,0,19,0,0,0.029,-0.014,-0.999,0.3,-0.5,0
10.2496054,0,0,19,0,0,0.029,-0.014,-0.999,0.3,-0.5,0
10.2596054,0,0,19,0,0,0.029,-0.014,-0.999,0.3,-0.5,0
10.2696054,0,0,19,0,0,0.029,-0.014,-0.999,0.3,-0.5,0
10.2796054,0,0,19,0,0,0.029,-0.014,-0.999,0.3,-0.5,0
10.2896054,0,-0.01,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.2996054,0,-0.01,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.3096054,0,-0.01,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.3196054,0,-0.01,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.3296054,0,-0.01,19,0,0,0.029,-0.015,-1,0.3,-0.6,0
10.3396054,0,0,19,0,0,0.03,-0.015,-1,0.2,-0.6,0
10.3496054,0,0,19,0,0,0.03,-0.015,-1,0.2,-0.6,0
10.3596054,0,0,19,0,0,0.03,-0.015,-1,0.2,-0.6,0
10.3696054,0,0,19,0,0,0.03,-0.015,-1,0.2,-0.6,0
10.3796054,0,0,19,0,0,0.03,-0.015,-1,0.2,-0.6,0
10.3896054,0,0,19,0,0,0.029,-0.015,-1,0.3,-0.6,0.1
10.3996054,0,0,19,0,0,0.029,-0.015,-1,0.3,-0.6,0.1
