Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C
26.1246124,140,0,19,26,26
26.1346124,137,0,19,26,26
26.1446124,144,0,19,26,26
26.1546124,134,0,19,26,26
26.1646124,146,0,19,26,26
26.1746124,127,0,19,26,26
26.1612019,135,-0.003,19,26,26
26.1712019,138,-0.003,19,26,26
26.1812019,141,-0.003,19,26,26
26.1912019,142,-0.003,19,26,26
26.2012019,131,-0.003,19,26,26
26.2112019,138,-0.003,19,26,26
26.2212019,135,-0.003,19,26,26
26.2312019,146,-0.003,19,26,26
26.2412019,138,-0.003,19,26,26
26.2512019,143,-0.003,19,26,26
26.3566028,135,0.017,19,26,26
26.3666028,132,0.017,19,26,26
26.3766028,135,0.017,19,26,26
26.3866028,142,0.017,19,26,26
26.3966028,140,0.017,19,26,26
26.4066028,140,0.017,19,26,26
26.4166028,129,0.017,19,26,26
26.4266028,146,0.017,19,26,26
26.4366028,132,0.017,19,26,26
26.4466028,140,0.017,19,26,26
26.5520901,135,-0.016,19,26,26
26.5620901,146,-0.016,19,26,26
26.5720901,128,-0.016,19,26,26
26.5820901,136,-0.016,19,26,26
26.5920901,137,-0.016,19,26,26
26.6020901,149,-0.016,19,26,26
26.6120901,134,-0.016,19,26,26
26.6220901,142,-0.016,19,26,26
26.6320901,132,-0.016,19,26,26
26.6420901,137,-0.016,19,26,26
26.7998238,127,-0.004,19,26,26
26.8098238,145,-0.004,19,26,26
26.8198238,149,-0.004,19,26,26
26.8298238,140,-0.004,19,26,26
26.8398238,117,-0.004,19,26,26
26.8498238,147,-0.004,19,26,26
26.8598238,140,-0.004,19,26,26
26.8698238,142,-0.004,19,26,26
26.8798238,139,-0.004,19,26,26
26.8898238,129,-0.004,19,26,26
27.0277752,148,-0.004,19,26,26
27.0377752,137,-0.004,19,26,26
27.0477752,145,-0.004,19,26,26
27.0577752,128,-0.004,19,26,26
27.0677752,137,-0.004,19,26,26
27.0777752,140,-0.004,19,26,26
27.0877752,148,-0.004,19,26,26
27.0977752,137,-0.004,19,26,26
27.1077752,131,-0.004,19,26,26
27.1177752,141,-0.004,19,26,26
27.0554589,135,-0.003,19,26,26
27.0654589,146,-0.003,19,26,26
27.0754589,139,-0.003,19,26,26
27.0854589,142,-0.003,19,26,26
27.0954589,127,-0.003,19,26,26
27.1054589,139,-0.003,19,26,26
27.1154589,147,-0.003,19,26,26
27.1254589,137,-0.003,19,26,26
27.1354589,139,-0.003,19,26,26
27.1454589,132,-0.003,19,26,26
27.2986853,128,0.002,19,26,26
27.3086853,148,0.002,19,26,26
27.3186853,132,0.002,19,26,26
27.3286853,144,0.002,19,26,26
27.3386853,151,0.002,19,26,26
27.3486853,123,0.002,19,26,26
27.3586853,140,0.002,19,26,26
27.3686853,137,0.002,19,26,26
27.3786853,150,0.002,19,26,26
27.3886853,133,0.002,19,26,26
27.3821452,143,0.017,19,26,26
27.3921452,133,0.017,19,26,26
27.4021452,141,0.017,19,26,26
27.4121452,144,0.017,19,26,26
27.4221452,138,0.017,19,26,26
27.4321452,145,0.017,19,26,26
27.4421452,128,0.017,19,26,26
27.4521452,140,0.017,19,26,26
27.4621452,140,0.017,19,26,26
27.4721452,148,0.017,19,26,26
27.5707111,139,-0.006,19,26,26
27.5807111,138,-0.006,19,26,26
27.5907111,147,-0.006,19,26,26
27.6007111,138,-0.006,19,26,26
27.6107111,140,-0.006,19,26,26
27.6207111,131,-0.006,19,26,26
27.6307111,148,-0.006,19,26,26
27.6407111,132,-0.006,19,26,26
27.6507111,149,-0.006,19,26,26
27.6607111,140,-0.006,19,26,26
27.7706031,146,0.011,19,26,26
27.7806031,123,0.011,19,26,26
27.7906031,139,0.011,19,26,26
27.8006031,140,0.011,19,26,26
27.8106031,145,0.011,19,26,26
27.8206031,145,0.011,19,26,26
27.8306031,132,0.011,19,26,26
27.8406031,140,0.011,19,26,26
27.8506031,136,0.011,19,26,26
27.8606031,148,0.011,19,26,26
27.8633547,138,-0.023,19,26,26
27.8733547,146,-0.023,19,26,26
27.8833547,128,-0.023,19,26,26
27.8933547,138,-0.023,19,26,26
27.9033547,149,-0.023,19,26,26
27.9133547,135,-0.023,19,26,26
27.9233547,145,-0.023,19,26,26
27.9333547,132,-0.023,19,26,26
27.9433547,141,-0.023,19,26,26
27.9533547,135,-0.023,19,26,26
28.0098766,150,-0.014,19,26,26
28.0198766,142,-0.014,19,26,26
28.0298766,128,-0.014,19,26,26
28.0398766,141,-0.014,19,26,26
28.0498766,140,-0.014,19,26,26
28.0598766,146,-0.014,19,26,26
28.0698766,136,-0.014,19,26,26
28.0798766,139,-0.014,19,26,26
28.0898766,134,-0.014,19,26,26
28.0998766,148,-0.014,19,26,26
28.0563922,130,0.008,19,26,26
28.0663922,157,0.008,19,26,26
28.0763922,138,0.008,19,26,26
28.0863922,120,0.008,19,26,26
28.0963922,151,0.008,19,26,26
28.1063922,140,0.008,19,26,26
28.1163922,141,0.008,19,26,26
28.1263922,138,0.008,19,26,26
28.1363922,141,0.008,19,26,26
28.1463922,140,0.008,19,26,26
28.163433,149,0.001,19,26,26
28.173433,124,0.001,19,26,26
28.183433,142,0.001,19,26,26
28.193433,140,0.001,19,26,26
28.203433,149,0.001,19,26,26
28.213433,134,0.001,19,26,26
28.223433,145,0.001,19,26,26
28.233433,133,0.001,19,26,26
28.243433,140,0.001,19,26,26
28.253433,145,0.001,19,26,26
28.388782,148,-0.004,19,26,26
28.398782,140,-0.004,19,26,26
28.408782,143,-0.004,19,26,26
28.418782,128,-0.004,19,26,26
28.428782,141,-0.004,19,26,26
28.438782,140,-0.004,19,26,26
28.448782,146,-0.004,19,26,26
28.458782,140,-0.004,19,26,26
28.468782,132,-0.004,19,26,26
28.478782,148,-0.004,19,26,26
28.4507806,130,-0.003,19,26,26
28.4607806,147,-0.003,19,26,26
28.4707806,153,-0.003,19,26,26
28.4807806,142,-0.003,19,26,26
28.4907806,118,-0.003,19,26,26
28.5007806,149,-0.003,19,26,26
28.5107806,141,-0.003,19,26,26
28.5207806,141,-0.003,19,26,26
28.5307806,141,-0.003,19,26,26
28.5407806,132,-0.003,19,26,26
28.6109604,142,-0.005,19,26,26
28.6209604,140,-0.005,19,26,26
28.6309604,149,-0.005,19,26,26
28.6409604,135,-0.005,19,26,26
28.6509604,145,-0.005,19,26,26
28.6609604,133,-0.005,19,26,26
28.6709604,141,-0.005,19,26,26
28.6809604,145,-0.005,19,26,26
28.6909604,138,-0.005,19,26,26
28.7009604,147,-0.005,19,26,26
28.804821,146,0.01,19,26,26
28.814821,139,0.01,19,26,26
28.824821,142,0.01,19,26,26
28.834821,129,0.01,19,26,26
28.844821,141,0.01,19,26,26
28.854821,141,0.01,19,26,26
28.864821,147,0.01,19,26,26
28.874821,136,0.01,19,26,26
28.884821,142,0.01,19,26,26
28.894821,142,0.01,19,26,26
28.9897266,141,-0.012,19,26,26
28.9997266,143,-0.012,19,26,26
29.0097266,131,-0.012,19,26,26
29.0197266,146,-0.012,19,26,26
29.0297266,134,-0.012,19,26,26
29.0397266,149,-0.012,19,26,26
29.0497266,146,-0.012,19,26,26
29.0597266,125,-0.012,19,26,26
29.0697266,141,-0.012,19,26,26
29.0797266,141,-0.012,19,26,26
29.1174158,149,-0.004,19,26,26
29.1274158,139,-0.004,19,26,26
29.1374158,145,-0.004,19,26,26
29.1474158,130,-0.004,19,26,26
29.1574158,138,-0.004,19,26,26
29.1674158,150,-0.004,19,26,26
29.1774158,134,-0.004,19,26,26
29.1874158,146,-0.004,19,26,26
29.1974158,133,-0.004,19,26,26
29.2074158,140,-0.004,19,26,26
29.3075415,138,0.002,19,26,26
29.3175415,133,0.002,19,26,26
29.3275415,149,0.002,19,26,26
29.3375415,131,0.002,19,26,26
29.3475415,146,0.002,19,26,26
29.3575415,152,0.002,19,26,26
29.3675415,143,0.002,19,26,26
29.3775415,118,0.002,19,26,26
29.3875415,152,0.002,19,26,26
29.3975415,140,0.002,19,26,26
29.4117499,142,-0.014,19,26,26
29.4217499,144,-0.014,19,26,26
29.4317499,131,-0.014,19,26,26
29.4417499,149,-0.014,19,26,26
29.4517499,132,-0.014,19,26,26
29.4617499,144,-0.014,19,26,26
29.4717499,152,-0.014,19,26,26
29.4817499,126,-0.014,19,26,26
29.4917499,141,-0.014,19,26,26
29.5017499,141,-0.014,19,26,26
29.4836309,149,-0.012,19,26,26
29.4936309,136,-0.012,19,26,26
29.5036309,146,-0.012,19,26,26
29.5136309,132,-0.012,19,26,26
29.5236309,141,-0.012,19,26,26
29.5336309,145,-0.012,19,26,26
29.5436309,138,-0.012,19,26,26
29.5536309,146,-0.012,19,26,26
29.5636309,129,-0.012,19,26,26
29.5736309,138,-0.012,19,26,26
29.6021319,140,0.001,19,26,26
29.6121319,149,0.001,19,26,26
29.6221319,140,0.001,19,26,26
29.6321319,133,0.001,19,26,26
29.6421319,142,0.001,19,26,26
29.6521319,137,0.001,19,26,26
29.6621319,149,0.001,19,26,26
29.6721319,138,0.001,19,26,26
29.6821319,143,0.001,19,26,26
29.6921319,130,0.001,19,26,26
29.6890771,141,0.008,19,26,26
29.6990771,146,0.008,19,26,26
29.7090771,137,0.008,19,26,26
29.7190771,143,0.008,19,26,26
29.7290771,133,0.008,19,26,26
29.7390771,148,0.008,19,26,26
29.7490771,131,0.008,19,26,26
29.7590771,157,0.008,19,26,26
29.7690771,141,0.008,19,26,26
29.7790771,121,0.008,19,26,26
29.8022092,152,0.002,19,26,26
29.8122092,140,0.002,19,26,26
29.8222092,143,0.002,19,26,26
29.8322092,141,0.002,19,26,26
29.8422092,144,0.002,19,26,26
29.8522092,133,0.002,19,26,26
29.8622092,141,0.002,19,26,26
29.8722092,144,0.002,19,26,26
29.8822092,144,0.002,19,26,26
29.8922092,149,0.002,19,26,26
29.8960234,124,0.005,19,26,26
29.9060234,141,0.005,19,26,26
29.9160234,142,0.005,19,26,26
29.9260234,149,0.005,19,26,26
29.9360234,141,0.005,19,26,26
29.9460234,134,0.005,19,26,26
29.9560234,145,0.005,19,26,26
29.9660234,138,0.005,19,26,26
29.9760234,146,0.005,19,26,26
29.9860234,138,0.005,19,26,26
30.019483,140,0.006,19,26,26
30.029483,153,0.006,19,26,26
30.039483,135,0.006,19,26,26
30.049483,138,0.006,19,26,26
30.059483,141,0.006,19,26,26
30.069483,137,0.006,19,26,26
30.079483,149,0.006,19,26,26
30.089483,141,0.006,19,26,26
30.099483,146,0.006,19,26,26
30.109483,128,0.006,19,26,26
30.1182942,141,-0.003,19,26,26
30.1282942,146,-0.003,19,26,26
30.1382942,138,-0.003,19,26,26
30.1482942,141,-0.003,19,26,26
30.1582942,135,-0.003,19,26,26
30.1682942,150,-0.003,19,26,26
30.1782942,129,-0.003,19,26,26
30.1882942,147,-0.003,19,26,26
30.1982942,153,-0.003,19,26,26
30.2082942,121,-0.003,19,26,26
30.2154715,151,-0.003,19,26,26
30.2254715,139,-0.003,19,26,26
30.2354715,145,-0.003,19,26,26
30.2454715,143,-0.003,19,26,26
30.2554715,142,-0.003,19,26,26
30.2654715,134,-0.003,19,26,26
30.2754715,143,-0.003,19,26,26
30.2854715,144,-0.003,19,26,26
30.2954715,144,-0.003,19,26,26
30.3054715,149,-0.003,19,26,26
30.3339881,127,0.005,19,26,26
30.3439881,142,0.005,19,26,26
30.3539881,140,0.005,19,26,26
30.3639881,151,0.005,19,26,26
30.3739881,140,0.005,19,26,26
30.3839881,135,0.005,19,26,26
30.3939881,143,0.005,19,26,26
30.4039881,138,0.005,19,26,26
30.4139881,148,0.005,19,26,26
30.4239881,141,0.005,19,26,26
30.4145357,149,0.02,19,26,26
30.4245357,127,0.02,19,26,26
30.4345357,138,0.02,19,26,26
30.4445357,151,0.02,19,26,26
30.4545357,138,0.02,19,26,26
30.4645357,145,0.02,19,26,26
30.4745357,134,0.02,19,26,26
30.4845357,143,0.02,19,26,26
30.4945357,139,0.02,19,26,26
30.5045357,146,0.02,19,26,26
30.5053996,143,0.006,19,26,26
30.5153996,131,0.006,19,26,26
30.5253996,141,0.006,19,26,26
30.5353996,140,0.006,19,26,26
30.5453996,148,0.006,19,26,26
30.5553996,138,0.006,19,26,26
30.5653996,142,0.006,19,26,26
30.5753996,144,0.006,19,26,26
30.5853996,130,0.006,19,26,26
30.5953996,146,0.006,19,26,26
30.6503517,154,-0.01,19,26,26
30.6603517,142,-0.01,19,26,26
30.6703517,120,-0.01,19,26,26
30.6803517,149,-0.01,19,26,26
30.6903517,144,-0.01,19,26,26
30.7003517,144,-0.01,19,26,26
30.7103517,143,-0.01,19,26,26
30.7203517,131,-0.01,19,26,26
30.7303517,150,-0.01,19,26,26
30.7403517,135,-0.01,19,26,26
30.8242839,150,-0.008,19,26,26
30.8342839,140,-0.008,19,26,26
30.8442839,149,-0.008,19,26,26
30.8542839,130,-0.008,19,26,26
30.8642839,138,-0.008,19,26,26
30.8742839,140,-0.008,19,26,26
30.8842839,150,-0.008,19,26,26
30.8942839,145,-0.008,19,26,26
30.9042839,133,-0.008,19,26,26
30.9142839,143,-0.008,19,26,26
30.9464163,146,-0.003,19,26,26
30.9564163,130,-0.003,19,26,26
30.9664163,141,-0.003,19,26,26
30.9764163,143,-0.003,19,26,26
30.9864163,147,-0.003,19,26,26
30.9964163,138,-0.003,19,26,26
31.0064163,136,-0.003,19,26,26
31.0164163,150,-0.003,19,26,26
31.0264163,131,-0.003,19,26,26
31.0364163,145,-0.003,19,26,26
31.0372258,154,-0.005,19,26,26
31.0472258,142,-0.005,19,26,26
31.0572258,119,-0.005,19,26,26
31.0672258,150,-0.005,19,26,26
31.0772258,145,-0.005,19,26,26
31.0872258,143,-0.005,19,26,26
31.0972258,142,-0.005,19,26,26
31.1072258,133,-0.005,19,26,26
31.1172258,151,-0.005,19,26,26
31.1272258,135,-0.005,19,26,26
31.2301075,137,0.002,19,26,26
31.2401075,141,0.002,19,26,26
31.2501075,137,0.002,19,26,26
31.2601075,147,0.002,19,26,26
31.2701075,148,0.002,19,26,26
31.2801075,133,0.002,19,26,26
31.2901075,138,0.002,19,26,26
31.3001075,138,0.002,19,26,26
31.3101075,150,0.002,19,26,26
31.3201075,137,0.002,19,26,26
31.3357467,144,0.016,19,26,26
31.3457467,134,0.016,19,26,26
31.3557467,141,0.016,19,26,26
31.3657467,148,0.016,19,26,26
31.3757467,142,0.016,19,26,26
31.3857467,144,0.016,19,26,26
31.3957467,128,0.016,19,26,26
31.4057467,140,0.016,19,26,26
31.4157467,147,0.016,19,26,26
31.4257467,140,0.016,19,26,26
31.4269571,142,-0.002,19,26,26
31.4369571,133,-0.002,19,26,26
31.4469571,150,-0.002,19,26,26
31.4569571,132,-0.002,19,26,26
31.4669571,146,-0.002,19,26,26
31.4769571,154,-0.002,19,26,26
31.4869571,125,-0.002,19,26,26
31.4969571,149,-0.002,19,26,26
31.5069571,141,-0.002,19,26,26
31.5169571,145,-0.002,19,26,26
31.5455141,143,-0.017,19,26,26
31.5555141,142,-0.017,19,26,26
31.5655141,143,-0.017,19,26,26
31.5755141,137,-0.017,19,26,26
31.5855141,143,-0.017,19,26,26
31.5955141,144,-0.017,19,26,26
31.6055141,150,-0.017,19,26,26
31.6155141,127,-0.017,19,26,26
31.6255141,141,-0.017,19,26,26
31.6355141,139,-0.017,19,26,26
31.6389829,151,-0.015,19,26,26
31.6489829,144,-0.015,19,26,26
31.6589829,135,-0.015,19,26,26
31.6689829,146,-0.015,19,26,26
31.6789829,139,-0.015,19,26,26
31.6889829,145,-0.015,19,26,26
31.6989829,139,-0.015,19,26,26
31.7089829,137,-0.015,19,26,26
31.7189829,140,-0.015,19,26,26
31.7289829,140,-0.015,19,26,26
31.7033993,152,-0.011,19,26,26
31.7133993,137,-0.011,19,26,26
31.7233993,144,-0.011,19,26,26
31.7333993,139,-0.011,19,26,26
31.7433993,141,-0.011,19,26,26
31.7533993,147,-0.011,19,26,26
31.7633993,139,-0.011,19,26,26
31.7733993,144,-0.011,19,26,26
31.7833993,130,-0.011,19,26,26
31.7933993,142,-0.011,19,26,26
31.8620602,143,0.021,19,26,26
31.8720602,139,0.021,19,26,26
31.8820602,147,0.021,19,26,26
31.8920602,138,0.021,19,26,26
31.9020602,152,0.021,19,26,26
31.9120602,145,0.021,19,26,26
31.9220602,123,0.021,19,26,26
31.9320602,149,0.021,19,26,26
31.9420602,143,0.021,19,26,26
31.9520602,143,0.021,19,26,26
32.0562029,139,-0.012,19,26,26
32.0662029,146,-0.012,19,26,26
32.0762029,137,-0.012,19,26,26
32.0862029,146,-0.012,19,26,26
32.0962029,143,-0.012,19,26,26
32.1062029,137,-0.012,19,26,26
32.1162029,147,-0.012,19,26,26
32.1262029,131,-0.012,19,26,26
32.1362029,141,-0.012,19,26,26
32.1462029,143,-0.012,19,26,26
32.235565,131,0.005,19,26,26
32.245565,140,0.005,19,26,26
32.255565,140,0.005,19,26,26
32.265565,148,0.005,19,26,26
32.275565,142,0.005,19,26,26
32.285565,134,0.005,19,26,26
32.295565,154,0.005,19,26,26
32.305565,131,0.005,19,26,26
32.315565,145,0.005,19,26,26
32.325565,155,0.005,19,26,26
32.4289383,150,0.015,19,26,26
32.4389383,128,0.015,19,26,26
32.4489383,141,0.015,19,26,26
32.4589383,140,0.015,19,26,26
32.4689383,154,0.015,19,26,26
32.4789383,143,0.015,19,26,26
32.4889383,132,0.015,19,26,26
32.4989383,146,0.015,19,26,26
32.5089383,143,0.015,19,26,26
32.5189383,149,0.015,19,26,26
32.5374578,137,-0.006,19,26,26
32.5474578,145,-0.006,19,26,26
32.5574578,133,-0.006,19,26,26
32.5674578,141,-0.006,19,26,26
32.5774578,155,-0.006,19,26,26
32.5874578,140,-0.006,19,26,26
32.5974578,149,-0.006,19,26,26
32.6074578,138,-0.006,19,26,26
32.6174578,139,-0.006,19,26,26
32.6274578,147,-0.006,19,26,26
32.6275695,142,-0.018,19,26,26
32.6375695,149,-0.018,19,26,26
32.6475695,131,-0.018,19,26,26
32.6575695,140,-0.018,19,26,26
32.6675695,142,-0.018,19,26,26
32.6775695,151,-0.018,19,26,26
32.6875695,141,-0.018,19,26,26
32.6975695,133,-0.018,19,26,26
32.7075695,149,-0.018,19,26,26
32.7175695,136,-0.018,19,26,26
32.7353459,146,-0.013,19,26,26
32.7453459,154,-0.013,19,26,26
32.7553459,145,-0.013,19,26,26
32.7653459,119,-0.013,19,26,26
32.7753459,151,-0.013,19,26,26
32.7853459,148,-0.013,19,26,26
32.7953459,146,-0.013,19,26,26
32.8053459,142,-0.013,19,26,26
32.8153459,135,-0.013,19,26,26
32.8253459,153,-0.013,19,26,26
32.8355156,134,0.004,19,26,26
32.8455156,148,0.004,19,26,26
32.8555156,152,0.004,19,26,26
32.8655156,129,0.004,19,26,26
32.8755156,145,0.004,19,26,26
32.8855156,139,0.004,19,26,26
32.8955156,152,0.004,19,26,26
32.9055156,144,0.004,19,26,26
32.9155156,133,0.004,19,26,26
32.9255156,147,0.004,19,26,26
32.8988022,142,0.002,19,26,26
32.9088022,152,0.002,19,26,26
32.9188022,139,0.002,19,26,26
32.9288022,145,0.002,19,26,26
32.9388022,131,0.002,19,26,26
32.9488022,143,0.002,19,26,26
32.9588022,155,0.002,19,26,26
32.9688022,139,0.002,19,26,26
32.9788022,151,0.002,19,26,26
32.9888022,136,0.002,19,26,26
33.0783125,145,-0.014,19,26,26
33.0883125,149,-0.014,19,26,26
33.0983125,129,-0.014,19,26,26
33.1083125,139,-0.014,19,26,26
33.1183125,155,-0.014,19,26,26
33.1283125,142,-0.014,19,26,26
33.1383125,141,-0.014,19,26,26
33.1483125,138,-0.014,19,26,26
33.1583125,154,-0.014,19,26,26
33.1683125,129,-0.014,19,26,26
33.2640498,134,-0,19,26,26
33.2740498,152,-0,19,26,26
33.2840498,140,-0,19,26,26
33.2940498,151,-0,19,26,26
33.3040498,152,-0,19,26,26
33.3140498,126,-0,19,26,26
33.3240498,141,-0,19,26,26
33.3340498,142,-0,19,26,26
33.3440498,154,-0,19,26,26
33.3540498,142,-0,19,26,26
33.4698863,145,0.022,19,26,26
33.4798863,138,0.022,19,26,26
33.4898863,147,0.022,19,26,26
33.4998863,148,0.022,19,26,26
33.5098863,143,0.022,19,26,26
33.5198863,147,0.022,19,26,26
33.5298863,132,0.022,19,26,26
33.5398863,141,0.022,19,26,26
33.5498863,140,0.022,19,26,26
33.5598863,148,0.022,19,26,26
33.6580682,152,-0.006,19,26,26
33.6680682,140,-0.006,19,26,26
33.6780682,149,-0.006,19,26,26
33.6880682,155,-0.006,19,26,26
33.6980682,128,-0.006,19,26,26
33.7080682,145,-0.006,19,26,26
33.7180682,140,-0.006,19,26,26
33.7280682,152,-0.006,19,26,26
33.7380682,140,-0.006,19,26,26
33.7480682,145,-0.006,19,26,26
33.8431241,134,-0.001,19,26,26
33.8531241,140,-0.001,19,26,26
33.8631241,140,-0.001,19,26,26
33.8731241,148,-0.001,19,26,26
33.8831241,152,-0.001,19,26,26
33.8931241,136,-0.001,19,26,26
33.9031241,145,-0.001,19,26,26
33.9131241,142,-0.001,19,26,26
33.9231241,149,-0.001,19,26,26
33.9331241,144,-0.001,19,26,26
34.0022897,143,-0.002,19,26,26
34.0122897,148,-0.002,19,26,26
34.0222897,143,-0.002,19,26,26
34.0322897,141,-0.002,19,26,26
34.0422897,146,-0.002,19,26,26
34.0522897,140,-0.002,19,26,26
34.0622897,149,-0.002,19,26,26
34.0722897,147,-0.002,19,26,26
34.0822897,152,-0.002,19,26,26
34.0922897,129,-0.002,19,26,26
34.1598532,145,-0.003,19,26,26
34.1698532,143,-0.003,19,26,26
34.1798532,153,-0.003,19,26,26
34.1898532,143,-0.003,19,26,26
34.1998532,139,-0.003,19,26,26
34.2098532,139,-0.003,19,26,26
34.2198532,143,-0.003,19,26,26
34.2298532,156,-0.003,19,26,26
34.2398532,140,-0.003,19,26,26
34.2498532,151,-0.003,19,26,26
34.350245,155,-0.008,19,26,26
34.360245,144,-0.008,19,26,26
34.370245,142,-0.008,19,26,26
34.380245,137,-0.008,19,26,26
34.390245,142,-0.008,19,26,26
34.400245,151,-0.008,19,26,26
34.410245,153,-0.008,19,26,26
34.420245,145,-0.008,19,26,26
34.430245,123,-0.008,19,26,26
34.440245,155,-0.008,19,26,26
34.5338302,153,0.017,19,26,26
34.5438302,129,0.017,19,26,26
34.5538302,141,0.017,19,26,26
34.5638302,151,0.017,19,26,26
34.5738302,144,0.017,19,26,26
34.5838302,150,0.017,19,26,26
34.5938302,138,0.017,19,26,26
34.6038302,145,0.017,19,26,26
34.6138302,141,0.017,19,26,26
34.6238302,153,0.017,19,26,26
34.709973,146,-0.006,19,26,26
34.719973,141,-0.006,19,26,26
34.729973,155,-0.006,19,26,26
34.739973,147,-0.006,19,26,26
34.749973,134,-0.006,19,26,26
34.759973,143,-0.006,19,26,26
34.769973,142,-0.006,19,26,26
34.779973,155,-0.006,19,26,26
34.789973,143,-0.006,19,26,26
34.799973,148,-0.006,19,26,26
34.8009465,144,-0.004,19,26,26
34.8109465,134,-0.004,19,26,26
34.8209465,147,-0.004,19,26,26
34.8309465,156,-0.004,19,26,26
34.8409465,146,-0.004,19,26,26
34.8509465,120,-0.004,19,26,26
34.8609465,156,-0.004,19,26,26
34.8709465,146,-0.004,19,26,26
34.8809465,145,-0.004,19,26,26
34.8909465,142,-0.004,19,26,26
34.9476185,135,0,19,26,26
34.9576185,153,0,19,26,26
34.9676185,139,0,19,26,26
34.9776185,153,0,19,26,26
34.9876185,151,0,19,26,26
34.9976185,130,0,19,26,26
35.0076185,144,0,19,26,26
35.0176185,143,0,19,26,26
35.0276185,156,0,19,26,26
35.0376185,147,0,19,26,26
35.078669,150,0.007,19,26,26
35.088669,139,0.007,19,26,26
35.098669,144,0.007,19,26,26
35.108669,150,0.007,19,26,26
35.118669,145,0.007,19,26,26
35.128669,149,0.007,19,26,26
35.138669,133,0.007,19,26,26
35.148669,141,0.007,19,26,26
35.158669,144,0.007,19,26,26
35.168669,153,0.007,19,26,26
35.2751267,155,-0,19,26,26
35.2851267,144,-0,19,26,26
35.2951267,147,-0,19,26,26
35.3051267,143,-0,19,26,26
35.3151267,133,-0,19,26,26
35.3251267,154,-0,19,26,26
35.3351267,141,-0,19,26,26
35.3451267,148,-0,19,26,26
35.3551267,148,-0,19,26,26
35.3651267,142,-0,19,26,26
35.4331635,153,-0.016,19,26,26
35.4431635,144,-0.016,19,26,26
35.4531635,141,-0.016,19,26,26
35.4631635,144,-0.016,19,26,26
35.4731635,145,-0.016,19,26,26
35.4831635,155,-0.016,19,26,26
35.4931635,140,-0.016,19,26,26
35.5031635,147,-0.016,19,26,26
35.5131635,138,-0.016,19,26,26
35.5231635,143,-0.016,19,26,26
