Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps
15.5246127,130,0,19,0,0,0.027,-0.018,-1,0.3,-0.7,0
15.5346127,132,0,19,0,0,0.027,-0.018,-1,0.3,-0.7,0
15.5446127,121,0,19,0,0,0.027,-0.018,-1,0.3,-0.7,0
15.5546127,134,0,19,0,0,0.027,-0.018,-1,0.3,-0.7,0
15.5646127,138,0,19,0,0,0.027,-0.018,-1,0.3,-0.7,0
15.5382623,129,-0.02,19,0,0,0.027,-0.017,-1,0.3,-0.5,0
15.5482623,132,-0.02,19,0,0,0.027,-0.017,-1,0.3,-0.5,0
15.5582623,123,-0.02,19,0,0,0.027,-0.017,-1,0.3,-0.5,0
15.5682623,140,-0.02,19,0,0,0.027,-0.017,-1,0.3,-0.5,0
15.5782623,122,-0.02,19,0,0,0.027,-0.017,-1,0.3,-0.5,0
15.6150723,139,0,19,0,0,0.026,-0.016,-1.002,0.3,-0.5,0
15.6250723,144,0,19,0,0,0.026,-0.016,-1.002,0.3,-0.5,0
15.6350723,130,0,19,0,0,0.026,-0.016,-1.002,0.3,-0.5,0
15.6450723,109,0,19,0,0,0.026,-0.016,-1.002,0.3,-0.5,0
15.6550723,143,0,19,0,0,0.026,-0.016,-1.002,0.3,-0.5,0
15.8429136,140,-0.01,19,0,0,0.027,-0.015,-1,0.2,-0.6,0
15.8529136,126,-0.01,19,0,0,0.027,-0.015,-1,0.2,-0.6,0
15.8629136,136,-0.01,19,0,0,0.027,-0.015,-1,0.2,-0.6,0
15.8729136,123,-0.01,19,0,0,0.027,-0.015,-1,0.2,-0.6,0
15.8829136,130,-0.01,19,0,0,0.027,-0.015,-1,0.2,-0.6,0
56.5233243,149,0.01,19,0,0,0.028,-0.019,-0.998,0.4,-0.3,0
56.5333243,158,0.01,19,0,0,0.028,-0.019,-0.998,0.4,-0.3,0
56.5433243,141,0.01,19,0,0,0.028,-0.019,-0.998,0.4,-0.3,0
56.5533243,151,0.01,19,0,0,0.028,-0.019,-0.998,0.4,-0.3,0
56.5633243,161,0.01,19,0,0,0.028,-0.019,-0.998,0.4,-0.3,0
56.5327907,147,0.01,19,0,0,0.026,-0.018,-1.001,0.3,-0.9,0
56.5427907,156,0.01,19,0,0,0.026,-0.018,-1.001,0.3,-0.9,0
56.5527907,145,0.01,19,0,0,0.026,-0.018,-1.001,0.3,-0.9,0
56.5627907,147,0.01,19,0,0,0.026,-0.018,-1.001,0.3,-0.9,0
56.5727907,161,0.01,19,0,0,0.026,-0.018,-1.001,0.3,-0.9,0
56.6866561,163,0.02,19,0,0,0.026,-0.012,-0.998,0.3,-0.2,0
56.6966561,131,0.02,19,0,0,0.026,-0.012,-0.998,0.3,-0.2,0
56.7066561,162,0.02,19,0,0,0.026,-0.012,-0.998,0.3,-0.2,0
56.7166561,151,0.02,19,0,0,0.026,-0.012,-0.998,0.3,-0.2,0
56.7266561,153,0.02,19,0,0,0.026,-0.012,-0.998,0.3,-0.2,0
56.7366511,156,0,19,0,0,0.027,-0.015,-1.003,0.3,-0.7,0
56.7466511,144,0,19,0,0,0.027,-0.015,-1.003,0.3,-0.7,0
56.7566511,157,0,19,0,0,0.027,-0.015,-1.003,0.3,-0.7,0
56.7666511,145,0,19,0,0,0.027,-0.015,-1.003,0.3,-0.7,0
56.7766511,155,0,19,0,0,0.027,-0.015,-1.003,0.3,-0.7,0
56.7844752,158,0,19,0,0,0.025,-0.013,-0.994,0.2,-1,0
56.7944752,137,0,19,0,0,0.025,-0.013,-0.994,0.2,-1,0
56.8044752,152,0,19,0,0,0.025,-0.013,-0.994,0.2,-1,0
56.8144752,153,0,19,0,0,0.025,-0.013,-0.994,0.2,-1,0
56.8244752,155,0,19,0,0,0.025,-0.013,-0.994,0.2,-1,0
56.914843,158,0.01,19,0,0,0.026,-0.017,-1.001,0.2,-1,0
56.924843,142,0.01,19,0,0,0.026,-0.017,-1.001,0.2,-1,0
56.934843,150,0.01,19,0,0,0.026,-0.017,-1.001,0.2,-1,0
56.944843,158,0.01,19,0,0,0.026,-0.017,-1.001,0.2,-1,0
56.954843,149,0.01,19,0,0,0.026,-0.017,-1.001,0.2,-1,0
56.9318114,156,0.01,19,0,0,0.027,-0.017,-1.003,0.4,-0.3,0
56.9418114,144,0.01,19,0,0,0.027,-0.017,-1.003,0.4,-0.3,0
56.9518114,150,0.01,19,0,0,0.027,-0.017,-1.003,0.4,-0.3,0
