Time_s,RPM,Iq_A,Vbat_V,Tinv_C,Treg_C,AccX_g,AccY_g,AccZ_g,GyrX_dps,GyrY_dps,GyrZ_dps
16.2345464,0,0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
16.2445464,0,0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
16.2545464,0,0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
16.2645464,0,0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
16.2745464,0,0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.6,0
16.5477225,0,0.01,19,0,0,0.027,-0.015,-1.001,0.3,-0.5,0
16.5577225,0,0.01,19,0,0,0.027,-0.015,-1.001,0.3,-0.5,0
16.5677225,0,0.01,19,0,0,0.027,-0.015,-1.001,0.3,-0.5,0
16.5777225,0,0.01,19,0,0,0.027,-0.015,-1.001,0.3,-0.5,0
16.5877225,0,0.01,19,0,0,0.027,-0.015,-1.001,0.3,-0.5,0
56.5816484,0,0.01,19,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
56.5916484,0,0.01,19,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
56.6016484,0,0.01,19,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
56.6116484,0,0.01,19,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
56.6216484,0,0.01,19,0,0,0.028,-0.014,-1.002,0.3,-0.6,0
56.6316484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.6416484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.6516484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.6616484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.6716484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.6816484,0,0.01,19,0,0,0.028,-0.016,-1,0.3,-0.6,0
56.6916484,0,0.01,19,0,0,0.028,-0.016,-1,0.3,-0.6,0
56.7016484,0,0.01,19,0,0,0.028,-0.016,-1,0.3,-0.6,0
56.7116484,0,0.01,19,0,0,0.028,-0.016,-1,0.3,-0.6,0
56.7216484,0,0.01,19,0,0,0.028,-0.016,-1,0.3,-0.6,0
56.7316484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
56.7416484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
56.7516484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
56.7616484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
56.7716484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.6,0
56.7816484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.7916484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8016484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8116484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8216484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8316484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8416484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8516484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8616484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8716484,0,0,19,0,0,0.028,-0.016,-1.003,0.3,-0.6,0
56.8816484,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
56.8916484,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
56.9016484,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
56.9116484,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
56.9216484,0,0,19,0,0,0.028,-0.016,-1.001,0.3,-0.6,0
56.9316484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.9416484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.9516484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.9616484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.9716484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
56.9816484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.5,0
56.9916484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.5,0
57.0016484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.5,0
57.0116484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.5,0
57.0216484,0,0.01,19,0,0,0.027,-0.015,-1.002,0.3,-0.5,0
57.0316484,0,0.01,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.0416484,0,0.01,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.0516484,0,0.01,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.0616484,0,0.01,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.0716484,0,0.01,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.0816484,0,0.01,19,0,0,0.028,-0.014,-1,0.3,-0.6,0
57.0916484,0,0.01,19,0,0,0.028,-0.014,-1,0.3,-0.6,0
57.1016484,0,0.01,19,0,0,0.028,-0.014,-1,0.3,-0.6,0
57.1116484,0,0.01,19,0,0,0.028,-0.014,-1,0.3,-0.6,0
57.1216484,0,0.01,19,0,0,0.028,-0.014,-1,0.3,-0.6,0
57.1316484,0,0,19,0,0,0.028,-0.015,-1.002,0.3,-0.6,0
57.1416484,0,0,19,0,0,0.028,-0.015,-1.002,0.3,-0.6,0
57.1516484,0,0,19,0,0,0.028,-0.015,-1.002,0.3,-0.6,0
57.1616484,0,0,19,0,0,0.028,-0.015,-1.002,0.3,-0.6,0
57.1716484,0,0,19,0,0,0.028,-0.015,-1.002,0.3,-0.6,0
57.1816484,0,0,19,0,0,0.028,-0.014,-1,0.3,-0.5,0
57.1916484,0,0,19,0,0,0.028,-0.014,-1,0.3,-0.5,0
57.2016484,0,0,19,0,0,0.028,-0.014,-1,0.3,-0.5,0
57.2116484,0,0,19,0,0,0.028,-0.014,-1,0.3,-0.5,0
57.2216484,0,0,19,0,0,0.028,-0.014,-1,0.3,-0.5,0
57.2316484,0,0,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
57.2416484,0,0,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
57.2516484,0,0,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
57.2616484,0,0,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
57.2716484,0,0,19,0,0,0.027,-0.015,-1.002,0.3,-0.6,0
57.2816484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
57.2916484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
57.3016484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
57.3116484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
57.3216484,0,0,19,0,0,0.028,-0.014,-1.001,0.3,-0.5,0
57.3316484,0,0,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.3416484,0,0,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.3516484,0,0,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.3616484,0,0,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.3716484,0,0,19,0,0,0.028,-0.016,-1.002,0.3,-0.6,0
57.3816484,0,0.01,19,0,0,0.028,-0.015,-1.001,0.3,-0.5,0
